,Activity,Opened,RID,St,Type,Sc,SIC_x,NAICS_x,Vio,Establishment Name,query,query_start,query_end,Case Status,Inspection Nr,Report ID,Open Date,Site Address,Mailing Address,Union Status,SIC_y,NAICS_y,Inspection Type,Scope,Advanced Notice,Ownership,Safety/Health,Close Conference,Emphasis,Close Case,activity_code_x,Investigation Nr,Event,investigation_summary_notes_1,Inspection Information - Office,investigation_summary_notes_2,investigation_summary_notes_3,Keywords,Note,Planning Guide,Violations/Penalties,Serious,Willful,Repeat,Other,Unclass,Total,activity_code_y
1173,313751034.0,11/26/2013,257250,PR,Planned,Partial,5311.0,452111,1,Walmart Of Pr (Tienda #3693),Walmart,2012-12-31,2022-12-31,ERROR,313751034.0,257250,11/26/2013,"Walmart Of Pr (Tienda #3693)
			   Carretera 153 Km 7.2Santa Isabel, PR 00757","P.O. Box 4960, Caguas, PR 00726",NonUnion,5311.0,452111/Department Stores (except Discount Department Stores),Planned,Partial,N,Private,Safety,11/26/2013,,10/14/2015,313751034.0,,,,,,,,,Safety-Manufacturing,Current Penalty,$0,$0,$0,$500,$0,$500,313751034.0
1174,313751034.0,11/26/2013,257250,PR,Planned,Partial,5311.0,452111,1,Walmart Of Pr (Tienda #3693),Walmart,2012-12-31,2022-12-31,ERROR,313751034.0,257250,11/26/2013,"Walmart Of Pr (Tienda #3693)
			   Carretera 153 Km 7.2Santa Isabel, PR 00757","P.O. Box 4960, Caguas, PR 00726",NonUnion,5311.0,452111/Department Stores (except Discount Department Stores),Planned,Partial,N,Private,Safety,11/26/2013,,10/14/2015,313751034.0,,,,,,,,,Safety-Manufacturing,FTA Penalty,$0,$0,$0,$0,$0,$0,313751034.0
1175,941781.015,09/18/2013,728500,MO,Complaint,Partial,,452910,2,Walmart Inc.,Walmart,2012-12-31,2022-12-31,CLOSED,941781.015,728500,09/18/2013,"Walmart Inc.
			   3001 West BroadwayColumbia, MO 65201","3001 West Broadway, Columbia, MO 65201",NonUnion,,452910/Warehouse Clubs and Supercenters,Complaint,Partial,N,Private,Safety,09/18/2013,,12/02/2013,941781.015,,,,,,,,,,Initial Violations,2,,,,,2,941781.015
1176,941781.015,09/18/2013,728500,MO,Complaint,Partial,,452910,2,Walmart Inc.,Walmart,2012-12-31,2022-12-31,CLOSED,941781.015,728500,09/18/2013,"Walmart Inc.
			   3001 West BroadwayColumbia, MO 65201","3001 West Broadway, Columbia, MO 65201",NonUnion,,452910/Warehouse Clubs and Supercenters,Complaint,Partial,N,Private,Safety,09/18/2013,,12/02/2013,941781.015,,,,,,,,,,Current Violations,2,,,,,2,941781.015
1177,941781.015,09/18/2013,728500,MO,Complaint,Partial,,452910,2,Walmart Inc.,Walmart,2012-12-31,2022-12-31,CLOSED,941781.015,728500,09/18/2013,"Walmart Inc.
			   3001 West BroadwayColumbia, MO 65201","3001 West Broadway, Columbia, MO 65201",NonUnion,,452910/Warehouse Clubs and Supercenters,Complaint,Partial,N,Private,Safety,09/18/2013,,12/02/2013,941781.015,,,,,,,,,,Initial Penalty,"$8,250",$0,$0,$0,$0,"$8,250",941781.015
1178,941781.015,09/18/2013,728500,MO,Complaint,Partial,,452910,2,Walmart Inc.,Walmart,2012-12-31,2022-12-31,CLOSED,941781.015,728500,09/18/2013,"Walmart Inc.
			   3001 West BroadwayColumbia, MO 65201","3001 West Broadway, Columbia, MO 65201",NonUnion,,452910/Warehouse Clubs and Supercenters,Complaint,Partial,N,Private,Safety,09/18/2013,,12/02/2013,941781.015,,,,,,,,,,Current Penalty,"$3,150",$0,$0,$0,$0,"$3,150",941781.015
1179,941781.015,09/18/2013,728500,MO,Complaint,Partial,,452910,2,Walmart Inc.,Walmart,2012-12-31,2022-12-31,CLOSED,941781.015,728500,09/18/2013,"Walmart Inc.
			   3001 West BroadwayColumbia, MO 65201","3001 West Broadway, Columbia, MO 65201",NonUnion,,452910/Warehouse Clubs and Supercenters,Complaint,Partial,N,Private,Safety,09/18/2013,,12/02/2013,941781.015,,,,,,,,,,FTA Penalty,$0,$0,$0,$0,$0,$0,941781.015
1180,317170108.0,08/28/2013,453730,NC,Planned,Complete,5311.0,452111,1,Walmart Supercenter - Store 1131,Walmart,2012-12-31,2022-12-31,ERROR,317170108.0,453730,08/28/2013,"Walmart Supercenter - Store 1131
			   901 Nc Hwy. 16 S.Taylorsville, NC 28681",", ,  00000",NonUnion,5311.0,452111/Department Stores (except Discount Department Stores),Planned,Complete,N,Private,Safety,08/28/2013,,10/10/2013,317170108.0,,,,,,,,,Safety-Manufacturing,Initial Violations,,,,1,,1,317170108.0
1181,317170108.0,08/28/2013,453730,NC,Planned,Complete,5311.0,452111,1,Walmart Supercenter - Store 1131,Walmart,2012-12-31,2022-12-31,ERROR,317170108.0,453730,08/28/2013,"Walmart Supercenter - Store 1131
			   901 Nc Hwy. 16 S.Taylorsville, NC 28681",", ,  00000",NonUnion,5311.0,452111/Department Stores (except Discount Department Stores),Planned,Complete,N,Private,Safety,08/28/2013,,10/10/2013,317170108.0,,,,,,,,,Safety-Manufacturing,Current Violations,,,,1,,1,317170108.0
1182,317170108.0,08/28/2013,453730,NC,Planned,Complete,5311.0,452111,1,Walmart Supercenter - Store 1131,Walmart,2012-12-31,2022-12-31,ERROR,317170108.0,453730,08/28/2013,"Walmart Supercenter - Store 1131
			   901 Nc Hwy. 16 S.Taylorsville, NC 28681",", ,  00000",NonUnion,5311.0,452111/Department Stores (except Discount Department Stores),Planned,Complete,N,Private,Safety,08/28/2013,,10/10/2013,317170108.0,,,,,,,,,Safety-Manufacturing,Initial Penalty,$0,$0,$0,$0,$0,$0,317170108.0
1183,317170108.0,08/28/2013,453730,NC,Planned,Complete,5311.0,452111,1,Walmart Supercenter - Store 1131,Walmart,2012-12-31,2022-12-31,ERROR,317170108.0,453730,08/28/2013,"Walmart Supercenter - Store 1131
			   901 Nc Hwy. 16 S.Taylorsville, NC 28681",", ,  00000",NonUnion,5311.0,452111/Department Stores (except Discount Department Stores),Planned,Complete,N,Private,Safety,08/28/2013,,10/10/2013,317170108.0,,,,,,,,,Safety-Manufacturing,Current Penalty,$0,$0,$0,$0,$0,$0,317170108.0
1184,317170108.0,08/28/2013,453730,NC,Planned,Complete,5311.0,452111,1,Walmart Supercenter - Store 1131,Walmart,2012-12-31,2022-12-31,ERROR,317170108.0,453730,08/28/2013,"Walmart Supercenter - Store 1131
			   901 Nc Hwy. 16 S.Taylorsville, NC 28681",", ,  00000",NonUnion,5311.0,452111/Department Stores (except Discount Department Stores),Planned,Complete,N,Private,Safety,08/28/2013,,10/10/2013,317170108.0,,,,,,,,,Safety-Manufacturing,FTA Penalty,$0,$0,$0,$0,$0,$0,317170108.0
1185,316868322.0,08/26/2013,1055350,WA,Referral,Partial,5311.0,452111,1,Walmart Store #2007,Walmart,2012-12-31,2022-12-31,ERROR,316868322.0,1055350,08/26/2013,"Walmart Store #2007
			   1005 N Stratford Rd Attention",702 Southwest 8th St Ms 3570 Attention,NonUnion,5311.0,452111/Department Stores (except Discount Department Stores),Referral,Partial,N,Private,Safety,09/13/2013,L,08/21/2014,316868322.0,,,,,,,,,,Initial Violations,3,,,,,3,316868322.0
1186,316868322.0,08/26/2013,1055350,WA,Referral,Partial,5311.0,452111,1,Walmart Store #2007,Walmart,2012-12-31,2022-12-31,ERROR,316868322.0,1055350,08/26/2013,"Walmart Store #2007
			   1005 N Stratford Rd Attention",702 Southwest 8th St Ms 3570 Attention,NonUnion,5311.0,452111/Department Stores (except Discount Department Stores),Referral,Partial,N,Private,Safety,09/13/2013,L,08/21/2014,316868322.0,,,,,,,,,,Current Violations,,,,1,,1,316868322.0
1187,316868322.0,08/26/2013,1055350,WA,Referral,Partial,5311.0,452111,1,Walmart Store #2007,Walmart,2012-12-31,2022-12-31,ERROR,316868322.0,1055350,08/26/2013,"Walmart Store #2007
			   1005 N Stratford Rd Attention",702 Southwest 8th St Ms 3570 Attention,NonUnion,5311.0,452111/Department Stores (except Discount Department Stores),Referral,Partial,N,Private,Safety,09/13/2013,L,08/21/2014,316868322.0,,,,,,,,,,Initial Penalty,"$6,000",$0,$0,$0,$0,"$6,000",316868322.0
1188,316868322.0,08/26/2013,1055350,WA,Referral,Partial,5311.0,452111,1,Walmart Store #2007,Walmart,2012-12-31,2022-12-31,ERROR,316868322.0,1055350,08/26/2013,"Walmart Store #2007
			   1005 N Stratford Rd Attention",702 Southwest 8th St Ms 3570 Attention,NonUnion,5311.0,452111/Department Stores (except Discount Department Stores),Referral,Partial,N,Private,Safety,09/13/2013,L,08/21/2014,316868322.0,,,,,,,,,,Current Penalty,$0,$0,$0,"$2,000",$0,"$2,000",316868322.0
1189,316868322.0,08/26/2013,1055350,WA,Referral,Partial,5311.0,452111,1,Walmart Store #2007,Walmart,2012-12-31,2022-12-31,ERROR,316868322.0,1055350,08/26/2013,"Walmart Store #2007
			   1005 N Stratford Rd Attention",702 Southwest 8th St Ms 3570 Attention,NonUnion,5311.0,452111/Department Stores (except Discount Department Stores),Referral,Partial,N,Private,Safety,09/13/2013,L,08/21/2014,316868322.0,,,,,,,,,,FTA Penalty,$0,$0,$0,$0,$0,$0,316868322.0
1190,317224632.0,08/16/2013,953210,NV,Complaint,Partial,5311.0,452111,1,Walmart Supercenter #3277,Walmart,2012-12-31,2022-12-31,ERROR,317224632.0,953210,08/16/2013,"Walmart Supercenter #3277
			   155 Damonte Ranch Pkwy.Reno, NV 89521",", ,  00000",NonUnion,5311.0,452111/Department Stores (except Discount Department Stores),Complaint,Partial,N,Private,Safety,08/20/2013,,10/15/2013,317224632.0,,,,,,,,,,Initial Violations,1,,,,,1,317224632.0
1191,317224632.0,08/16/2013,953210,NV,Complaint,Partial,5311.0,452111,1,Walmart Supercenter #3277,Walmart,2012-12-31,2022-12-31,ERROR,317224632.0,953210,08/16/2013,"Walmart Supercenter #3277
			   155 Damonte Ranch Pkwy.Reno, NV 89521",", ,  00000",NonUnion,5311.0,452111/Department Stores (except Discount Department Stores),Complaint,Partial,N,Private,Safety,08/20/2013,,10/15/2013,317224632.0,,,,,,,,,,Current Violations,1,,,,,1,317224632.0
1192,317224632.0,08/16/2013,953210,NV,Complaint,Partial,5311.0,452111,1,Walmart Supercenter #3277,Walmart,2012-12-31,2022-12-31,ERROR,317224632.0,953210,08/16/2013,"Walmart Supercenter #3277
			   155 Damonte Ranch Pkwy.Reno, NV 89521",", ,  00000",NonUnion,5311.0,452111/Department Stores (except Discount Department Stores),Complaint,Partial,N,Private,Safety,08/20/2013,,10/15/2013,317224632.0,,,,,,,,,,Initial Penalty,"$5,100",$0,$0,$0,$0,"$5,100",317224632.0
1193,317224632.0,08/16/2013,953210,NV,Complaint,Partial,5311.0,452111,1,Walmart Supercenter #3277,Walmart,2012-12-31,2022-12-31,ERROR,317224632.0,953210,08/16/2013,"Walmart Supercenter #3277
			   155 Damonte Ranch Pkwy.Reno, NV 89521",", ,  00000",NonUnion,5311.0,452111/Department Stores (except Discount Department Stores),Complaint,Partial,N,Private,Safety,08/20/2013,,10/15/2013,317224632.0,,,,,,,,,,Current Penalty,"$3,570",$0,$0,$0,$0,"$3,570",317224632.0
1194,317224632.0,08/16/2013,953210,NV,Complaint,Partial,5311.0,452111,1,Walmart Supercenter #3277,Walmart,2012-12-31,2022-12-31,ERROR,317224632.0,953210,08/16/2013,"Walmart Supercenter #3277
			   155 Damonte Ranch Pkwy.Reno, NV 89521",", ,  00000",NonUnion,5311.0,452111/Department Stores (except Discount Department Stores),Complaint,Partial,N,Private,Safety,08/20/2013,,10/15/2013,317224632.0,,,,,,,,,,FTA Penalty,$0,$0,$0,$0,$0,$0,317224632.0
1195,924610.015,08/01/2013,214200,NJ,Complaint,Partial,,452112,1,"Walmart Stores Inc., Store #3443",Walmart,2012-12-31,2022-12-31,CLOSED,924610.015,214200,08/01/2013,"Walmart Stores Inc., Store #3443
			   48 Route 23 NorthRiverdale, NJ 07457","48 Route 23 North, Riverdale, NJ 07457",NonUnion,,452112/Discount Department Stores,Complaint,Partial,N,Private,Safety,08/01/2013,L,09/18/2013,924610.015,,,,,,,,,,Initial Violations,1,,,,,1,924610.015
1196,924610.015,08/01/2013,214200,NJ,Complaint,Partial,,452112,1,"Walmart Stores Inc., Store #3443",Walmart,2012-12-31,2022-12-31,CLOSED,924610.015,214200,08/01/2013,"Walmart Stores Inc., Store #3443
			   48 Route 23 NorthRiverdale, NJ 07457","48 Route 23 North, Riverdale, NJ 07457",NonUnion,,452112/Discount Department Stores,Complaint,Partial,N,Private,Safety,08/01/2013,L,09/18/2013,924610.015,,,,,,,,,,Current Violations,1,,,,,1,924610.015
1197,924610.015,08/01/2013,214200,NJ,Complaint,Partial,,452112,1,"Walmart Stores Inc., Store #3443",Walmart,2012-12-31,2022-12-31,CLOSED,924610.015,214200,08/01/2013,"Walmart Stores Inc., Store #3443
			   48 Route 23 NorthRiverdale, NJ 07457","48 Route 23 North, Riverdale, NJ 07457",NonUnion,,452112/Discount Department Stores,Complaint,Partial,N,Private,Safety,08/01/2013,L,09/18/2013,924610.015,,,,,,,,,,Initial Penalty,"$4,000",$0,$0,$0,$0,"$4,000",924610.015
1198,924610.015,08/01/2013,214200,NJ,Complaint,Partial,,452112,1,"Walmart Stores Inc., Store #3443",Walmart,2012-12-31,2022-12-31,CLOSED,924610.015,214200,08/01/2013,"Walmart Stores Inc., Store #3443
			   48 Route 23 NorthRiverdale, NJ 07457","48 Route 23 North, Riverdale, NJ 07457",NonUnion,,452112/Discount Department Stores,Complaint,Partial,N,Private,Safety,08/01/2013,L,09/18/2013,924610.015,,,,,,,,,,Current Penalty,"$3,000",$0,$0,$0,$0,"$3,000",924610.015
1199,924610.015,08/01/2013,214200,NJ,Complaint,Partial,,452112,1,"Walmart Stores Inc., Store #3443",Walmart,2012-12-31,2022-12-31,CLOSED,924610.015,214200,08/01/2013,"Walmart Stores Inc., Store #3443
			   48 Route 23 NorthRiverdale, NJ 07457","48 Route 23 North, Riverdale, NJ 07457",NonUnion,,452112/Discount Department Stores,Complaint,Partial,N,Private,Safety,08/01/2013,L,09/18/2013,924610.015,,,,,,,,,,FTA Penalty,$0,$0,$0,$0,$0,$0,924610.015
1200,317058386.0,07/30/2013,551800,IN,Complaint,Partial,5311.0,452111,1,Walmart,Walmart,2012-12-31,2022-12-31,ERROR,317058386.0,551800,07/30/2013,"Walmart
			   650 Kimmel RoadVincennes, IN 47591",", ,  00000",NonUnion,5311.0,452111/Department Stores (except Discount Department Stores),Complaint,Partial,N,Private,Safety,07/30/2013,,05/23/2016,317058386.0,,,,,,,,,Safety-Manufacturing,Initial Violations,,,2,,,2,317058386.0
1201,317058386.0,07/30/2013,551800,IN,Complaint,Partial,5311.0,452111,1,Walmart,Walmart,2012-12-31,2022-12-31,ERROR,317058386.0,551800,07/30/2013,"Walmart
			   650 Kimmel RoadVincennes, IN 47591",", ,  00000",NonUnion,5311.0,452111/Department Stores (except Discount Department Stores),Complaint,Partial,N,Private,Safety,07/30/2013,,05/23/2016,317058386.0,,,,,,,,,Safety-Manufacturing,Current Violations,1,,,,,1,317058386.0
1202,317058386.0,07/30/2013,551800,IN,Complaint,Partial,5311.0,452111,1,Walmart,Walmart,2012-12-31,2022-12-31,ERROR,317058386.0,551800,07/30/2013,"Walmart
			   650 Kimmel RoadVincennes, IN 47591",", ,  00000",NonUnion,5311.0,452111/Department Stores (except Discount Department Stores),Complaint,Partial,N,Private,Safety,07/30/2013,,05/23/2016,317058386.0,,,,,,,,,Safety-Manufacturing,Initial Penalty,$0,$0,"$15,000",$0,$0,"$15,000",317058386.0
1203,317058386.0,07/30/2013,551800,IN,Complaint,Partial,5311.0,452111,1,Walmart,Walmart,2012-12-31,2022-12-31,ERROR,317058386.0,551800,07/30/2013,"Walmart
			   650 Kimmel RoadVincennes, IN 47591",", ,  00000",NonUnion,5311.0,452111/Department Stores (except Discount Department Stores),Complaint,Partial,N,Private,Safety,07/30/2013,,05/23/2016,317058386.0,,,,,,,,,Safety-Manufacturing,Current Penalty,"$5,000",$0,$0,$0,$0,"$5,000",317058386.0
1204,317058386.0,07/30/2013,551800,IN,Complaint,Partial,5311.0,452111,1,Walmart,Walmart,2012-12-31,2022-12-31,ERROR,317058386.0,551800,07/30/2013,"Walmart
			   650 Kimmel RoadVincennes, IN 47591",", ,  00000",NonUnion,5311.0,452111/Department Stores (except Discount Department Stores),Complaint,Partial,N,Private,Safety,07/30/2013,,05/23/2016,317058386.0,,,,,,,,,Safety-Manufacturing,FTA Penalty,$0,$0,$0,$0,$0,$0,317058386.0
1205,311997944.0,07/18/2013,552652,MI,Planned,Complete,5311.0,452112,7,Walmart Assoc Inc 2644,Walmart,2012-12-31,2022-12-31,ERROR,311997944.0,552652,07/18/2013,"Walmart Assoc Inc 2644
			   5825 Brockway RdSaginaw, MI 48601",", ,  00000",NonUnion,5311.0,452112/Discount Department Stores,Planned,Complete,N,Private,Safety,07/25/2013,S,10/29/2013,311997944.0,,,,,,,,,Safety-Manufacturing,Initial Violations,2,,,5,,7,311997944.0
1206,311997944.0,07/18/2013,552652,MI,Planned,Complete,5311.0,452112,7,Walmart Assoc Inc 2644,Walmart,2012-12-31,2022-12-31,ERROR,311997944.0,552652,07/18/2013,"Walmart Assoc Inc 2644
			   5825 Brockway RdSaginaw, MI 48601",", ,  00000",NonUnion,5311.0,452112/Discount Department Stores,Planned,Complete,N,Private,Safety,07/25/2013,S,10/29/2013,311997944.0,,,,,,,,,Safety-Manufacturing,Current Violations,1,,,6,,7,311997944.0
1207,311997944.0,07/18/2013,552652,MI,Planned,Complete,5311.0,452112,7,Walmart Assoc Inc 2644,Walmart,2012-12-31,2022-12-31,ERROR,311997944.0,552652,07/18/2013,"Walmart Assoc Inc 2644
			   5825 Brockway RdSaginaw, MI 48601",", ,  00000",NonUnion,5311.0,452112/Discount Department Stores,Planned,Complete,N,Private,Safety,07/25/2013,S,10/29/2013,311997944.0,,,,,,,,,Safety-Manufacturing,Initial Penalty,"$3,600",$0,$0,$0,$0,"$3,600",311997944.0
1208,311997944.0,07/18/2013,552652,MI,Planned,Complete,5311.0,452112,7,Walmart Assoc Inc 2644,Walmart,2012-12-31,2022-12-31,ERROR,311997944.0,552652,07/18/2013,"Walmart Assoc Inc 2644
			   5825 Brockway RdSaginaw, MI 48601",", ,  00000",NonUnion,5311.0,452112/Discount Department Stores,Planned,Complete,N,Private,Safety,07/25/2013,S,10/29/2013,311997944.0,,,,,,,,,Safety-Manufacturing,Current Penalty,$800,$0,$0,$0,$0,$800,311997944.0
1209,311997944.0,07/18/2013,552652,MI,Planned,Complete,5311.0,452112,7,Walmart Assoc Inc 2644,Walmart,2012-12-31,2022-12-31,ERROR,311997944.0,552652,07/18/2013,"Walmart Assoc Inc 2644
			   5825 Brockway RdSaginaw, MI 48601",", ,  00000",NonUnion,5311.0,452112/Discount Department Stores,Planned,Complete,N,Private,Safety,07/25/2013,S,10/29/2013,311997944.0,,,,,,,,,Safety-Manufacturing,FTA Penalty,$0,$0,$0,$0,$0,$0,311997944.0
1210,916197.015,07/01/2013,627700,OK,Complaint,Partial,,452910,3,Walmart Stores Inc.,Walmart,2012-12-31,2022-12-31,CLOSED,916197.015,627700,07/01/2013,"Walmart Stores Inc.
			   5401 Tinker Diagonal StreetDel City, OK 73115","5401 Tinker Diagonal Street, Del City, OK 73115",NonUnion,,452910/Warehouse Clubs and Supercenters,Complaint,Partial,N,Private,Safety,07/01/2013,,04/20/2017,916197.015,,,,,,,,,,Initial Violations,3,,,1,,4,916197.015
1211,916197.015,07/01/2013,627700,OK,Complaint,Partial,,452910,3,Walmart Stores Inc.,Walmart,2012-12-31,2022-12-31,CLOSED,916197.015,627700,07/01/2013,"Walmart Stores Inc.
			   5401 Tinker Diagonal StreetDel City, OK 73115","5401 Tinker Diagonal Street, Del City, OK 73115",NonUnion,,452910/Warehouse Clubs and Supercenters,Complaint,Partial,N,Private,Safety,07/01/2013,,04/20/2017,916197.015,,,,,,,,,,Current Violations,,,,3,,3,916197.015
1212,916197.015,07/01/2013,627700,OK,Complaint,Partial,,452910,3,Walmart Stores Inc.,Walmart,2012-12-31,2022-12-31,CLOSED,916197.015,627700,07/01/2013,"Walmart Stores Inc.
			   5401 Tinker Diagonal StreetDel City, OK 73115","5401 Tinker Diagonal Street, Del City, OK 73115",NonUnion,,452910/Warehouse Clubs and Supercenters,Complaint,Partial,N,Private,Safety,07/01/2013,,04/20/2017,916197.015,,,,,,,,,,Initial Penalty,"$10,000",$0,$0,$0,$0,"$10,000",916197.015
1213,916197.015,07/01/2013,627700,OK,Complaint,Partial,,452910,3,Walmart Stores Inc.,Walmart,2012-12-31,2022-12-31,CLOSED,916197.015,627700,07/01/2013,"Walmart Stores Inc.
			   5401 Tinker Diagonal StreetDel City, OK 73115","5401 Tinker Diagonal Street, Del City, OK 73115",NonUnion,,452910/Warehouse Clubs and Supercenters,Complaint,Partial,N,Private,Safety,07/01/2013,,04/20/2017,916197.015,,,,,,,,,,Current Penalty,$0,$0,$0,"$5,000",$0,"$5,000",916197.015
1214,916197.015,07/01/2013,627700,OK,Complaint,Partial,,452910,3,Walmart Stores Inc.,Walmart,2012-12-31,2022-12-31,CLOSED,916197.015,627700,07/01/2013,"Walmart Stores Inc.
			   5401 Tinker Diagonal StreetDel City, OK 73115","5401 Tinker Diagonal Street, Del City, OK 73115",NonUnion,,452910/Warehouse Clubs and Supercenters,Complaint,Partial,N,Private,Safety,07/01/2013,,04/20/2017,916197.015,,,,,,,,,,FTA Penalty,$0,$0,$0,$0,$0,$0,916197.015
1215,317167542.0,06/27/2013,355111,VA,Accident,Partial,5399.0,452910,1,Walmart Store #3869,Walmart,2012-12-31,2022-12-31,ERROR,317167542.0,355111,06/27/2013,"Walmart Store #3869
			   1504 N. Parham RoadRichmond, VA 23229",", ,  00000",NonUnion,5399.0,452910/Warehouse Clubs and Supercenters,Accident,Partial,N,Private,Safety,11/14/2013,,01/06/2014,317167542.0,200923084.0,06/25/2013,Employee Dies From Possible Heart Attack,Virginia Safety 1, ,"At approximately 11:00 p.m. on June 25, 2013, Employee #1 was working in the dry goods area, Department Number 92. An unnamed shopper and assistant store manager found him lying on the floor and unresponsive. Emergency medical personnel were summoned. They arrived and transported him to the hospital, where he was declared deceased. There were no external signs of injury found on him. The employer tentatively listed him as have experiencing a heart attack until completion of the autopsy.","cardiovasc system, unconsciousness, cardiovasc disease",,Safety-Manufacturing,Initial Violations,,,,1,,1,317167542.0
1216,317167542.0,06/27/2013,355111,VA,Accident,Partial,5399.0,452910,1,Walmart Store #3869,Walmart,2012-12-31,2022-12-31,ERROR,317167542.0,355111,06/27/2013,"Walmart Store #3869
			   1504 N. Parham RoadRichmond, VA 23229",", ,  00000",NonUnion,5399.0,452910/Warehouse Clubs and Supercenters,Accident,Partial,N,Private,Safety,11/14/2013,,01/06/2014,317167542.0,200923084.0,06/25/2013,Employee Dies From Possible Heart Attack,Virginia Safety 1, ,"At approximately 11:00 p.m. on June 25, 2013, Employee #1 was working in the dry goods area, Department Number 92. An unnamed shopper and assistant store manager found him lying on the floor and unresponsive. Emergency medical personnel were summoned. They arrived and transported him to the hospital, where he was declared deceased. There were no external signs of injury found on him. The employer tentatively listed him as have experiencing a heart attack until completion of the autopsy.","cardiovasc system, unconsciousness, cardiovasc disease",,Safety-Manufacturing,Current Violations,,,,1,,1,317167542.0
1217,317167542.0,06/27/2013,355111,VA,Accident,Partial,5399.0,452910,1,Walmart Store #3869,Walmart,2012-12-31,2022-12-31,ERROR,317167542.0,355111,06/27/2013,"Walmart Store #3869
			   1504 N. Parham RoadRichmond, VA 23229",", ,  00000",NonUnion,5399.0,452910/Warehouse Clubs and Supercenters,Accident,Partial,N,Private,Safety,11/14/2013,,01/06/2014,317167542.0,200923084.0,06/25/2013,Employee Dies From Possible Heart Attack,Virginia Safety 1, ,"At approximately 11:00 p.m. on June 25, 2013, Employee #1 was working in the dry goods area, Department Number 92. An unnamed shopper and assistant store manager found him lying on the floor and unresponsive. Emergency medical personnel were summoned. They arrived and transported him to the hospital, where he was declared deceased. There were no external signs of injury found on him. The employer tentatively listed him as have experiencing a heart attack until completion of the autopsy.","cardiovasc system, unconsciousness, cardiovasc disease",,Safety-Manufacturing,Initial Penalty,$0,$0,$0,"$5,000",$0,"$5,000",317167542.0
1218,317167542.0,06/27/2013,355111,VA,Accident,Partial,5399.0,452910,1,Walmart Store #3869,Walmart,2012-12-31,2022-12-31,ERROR,317167542.0,355111,06/27/2013,"Walmart Store #3869
			   1504 N. Parham RoadRichmond, VA 23229",", ,  00000",NonUnion,5399.0,452910/Warehouse Clubs and Supercenters,Accident,Partial,N,Private,Safety,11/14/2013,,01/06/2014,317167542.0,200923084.0,06/25/2013,Employee Dies From Possible Heart Attack,Virginia Safety 1, ,"At approximately 11:00 p.m. on June 25, 2013, Employee #1 was working in the dry goods area, Department Number 92. An unnamed shopper and assistant store manager found him lying on the floor and unresponsive. Emergency medical personnel were summoned. They arrived and transported him to the hospital, where he was declared deceased. There were no external signs of injury found on him. The employer tentatively listed him as have experiencing a heart attack until completion of the autopsy.","cardiovasc system, unconsciousness, cardiovasc disease",,Safety-Manufacturing,Current Penalty,$0,$0,$0,$500,$0,$500,317167542.0
1219,317167542.0,06/27/2013,355111,VA,Accident,Partial,5399.0,452910,1,Walmart Store #3869,Walmart,2012-12-31,2022-12-31,ERROR,317167542.0,355111,06/27/2013,"Walmart Store #3869
			   1504 N. Parham RoadRichmond, VA 23229",", ,  00000",NonUnion,5399.0,452910/Warehouse Clubs and Supercenters,Accident,Partial,N,Private,Safety,11/14/2013,,01/06/2014,317167542.0,200923084.0,06/25/2013,Employee Dies From Possible Heart Attack,Virginia Safety 1, ,"At approximately 11:00 p.m. on June 25, 2013, Employee #1 was working in the dry goods area, Department Number 92. An unnamed shopper and assistant store manager found him lying on the floor and unresponsive. Emergency medical personnel were summoned. They arrived and transported him to the hospital, where he was declared deceased. There were no external signs of injury found on him. The employer tentatively listed him as have experiencing a heart attack until completion of the autopsy.","cardiovasc system, unconsciousness, cardiovasc disease",,Safety-Manufacturing,FTA Penalty,$0,$0,$0,$0,$0,$0,317167542.0
1220,913231.015,06/20/2013,728900,NE,Planned,Complete,,452910,3,Walmart Associates Inc.,Walmart,2012-12-31,2022-12-31,CLOSED,913231.015,728900,06/20/2013,"Walmart Associates Inc.
			   3803 Osborne Dr. W.Hastings, NE 68901","3803 Osborne Dr. W., Hastings, NE 68901",NonUnion,,452910/Warehouse Clubs and Supercenters,Planned,Complete,N,Private,Health,06/20/2013,P,08/23/2013,913231.015,,,,,,,,,,Initial Violations,3,,,,,3,913231.015
1221,913231.015,06/20/2013,728900,NE,Planned,Complete,,452910,3,Walmart Associates Inc.,Walmart,2012-12-31,2022-12-31,CLOSED,913231.015,728900,06/20/2013,"Walmart Associates Inc.
			   3803 Osborne Dr. W.Hastings, NE 68901","3803 Osborne Dr. W., Hastings, NE 68901",NonUnion,,452910/Warehouse Clubs and Supercenters,Planned,Complete,N,Private,Health,06/20/2013,P,08/23/2013,913231.015,,,,,,,,,,Current Violations,,,,3,,3,913231.015
1222,913231.015,06/20/2013,728900,NE,Planned,Complete,,452910,3,Walmart Associates Inc.,Walmart,2012-12-31,2022-12-31,CLOSED,913231.015,728900,06/20/2013,"Walmart Associates Inc.
			   3803 Osborne Dr. W.Hastings, NE 68901","3803 Osborne Dr. W., Hastings, NE 68901",NonUnion,,452910/Warehouse Clubs and Supercenters,Planned,Complete,N,Private,Health,06/20/2013,P,08/23/2013,913231.015,,,,,,,,,,Initial Penalty,"$11,000",$0,$0,$0,$0,"$11,000",913231.015
