Unnamed: 0,Activity,Opened,RID,St,Type,Sc,SIC_x,NAICS_x,Vio,Establishment Name,query,query_start,query_end,Case Status,Inspection Nr,Report ID,Open Date,Site Address,Mailing Address,Union Status,SIC_y,NAICS_y,Inspection Type,Scope,Advanced Notice,Ownership,Safety/Health,Close Conference,Emphasis,Close Case,activity_code_x,Investigation Nr,Event,investigation_summary_notes_1,Inspection Information - Office,investigation_summary_notes_2,investigation_summary_notes_3,Keywords,Note,Planning Guide,Violations/Penalties,Serious,Willful,Repeat,Other,Unclass,Total,activity_code_y
141,1310947.015,04/24/2018,454723,TN,Complaint,Partial,,452910,1,Walmart Inc.,Walmart,2012-12-19,2022-12-19,CLOSED,1310947.015,454723,04/24/2018,"Walmart Inc.
			   6101 Lee HighwayChattanooga, TN 37421","6101 Lee Highway, Chattanooga, TN 37421",NonUnion,,452910/Warehouse Clubs and Supercenters,Complaint,Partial,N,Private,Health,04/24/2018,,08/28/2018,1310947.015,,,,,,,,,,Current Penalty,$0,$0,$0,$900,$0,$900,1310947.015
142,1308146.015,04/04/2018,419400,MS,Complaint,Partial,,452112,1,Walmart,Walmart,2012-12-19,2022-12-19,CLOSED,1308146.015,419400,04/04/2018,"Walmart
			   1831 Hwy 1 SouthGreenville, MS 38703","1831 Hwy 1 South, Greenville, MS 38703",NonUnion,,452112/Discount Department Stores,Complaint,Partial,N,Private,Safety,04/04/2018,,09/19/2018,1308146.015,,,,,,,,,,Current Penalty,$0,$0,$0,$0,$0,$0,1308146.015
143,1300956.015,03/12/2018,521100,WI,Complaint,Partial,,452112,2,Walmart Supercenter #1643,Walmart,2012-12-19,2022-12-19,CLOSED,1300956.015,521100,03/12/2018,"Walmart Supercenter #1643
			   377 Rolling Meadows DriveFond Du Lac, WI 54937","377 Rolling Meadows Drive, Fond Du Lac, WI 54937",NonUnion,,452112/Discount Department Stores,Complaint,Partial,N,Private,Safety,03/23/2018,,08/14/2018,1300956.015,,,,,,,,,,Current Penalty,"$6,467",$0,$0,"$5,082",$0,"$11,549",1300956.015
144,1292351.015,01/29/2018,1055330,WA,Referral,Partial,,452111,2,Wa317947752 - Walmart Inc,Walmart,2012-12-19,2022-12-19,CLOSED,1292351.015,1055330,01/29/2018,"Wa317947752 - Walmart Inc
			   16502 Meridan Ave EastPuyallup, WA 98375","702 Southwest 8th St Ms 3570, Bentonville, AR 72712",NonUnion,,452111/Department Stores (except Discount Department Stores),Referral,Partial,N,Private,Safety,02/23/2018,,06/13/2018,1292351.015,,,,,,,,,,Current Penalty,$0,$0,$0,$0,$0,$0,1292351.015
145,1283778.015,12/18/2017,552652,MI,Planned,Complete,,452112,1,Walmart Inc #1592,Walmart,2012-12-19,2022-12-19,CLOSED,1283778.015,552652,12/18/2017,"Walmart Inc #1592
			   901 N Van DykeBad Axe, MI 48413","901 N Van Dyke, Bad Axe, MI 48413",NonUnion,,452112/Discount Department Stores,Planned,Complete,N,Private,Safety,12/19/2017,P,01/22/2019,1283778.015,,,,,,,,,,Current Penalty,"$1,920",$0,$0,$0,$0,"$1,920",1283778.015
146,1283589.015,12/15/2017,213100,NY,Planned,Complete,,493110,1,Walmart Distribution Center #6041,Walmart,2012-12-19,2022-12-19,CLOSED,1283589.015,213100,12/15/2017,"Walmart Distribution Center #6041
			   100 High StSharon Springs, NY 13459","100 High St, Sharon Springs, NY 13459",NonUnion,,493110/General Warehousing and Storage,Planned,Complete,N,Private,Safety,12/15/2017,P,10/18/2018,1283589.015,,,,,,,,,,Current Penalty,$0,$0,$0,"$5,874",$0,"$5,874",1283589.015
147,1281158.015,12/04/2017,950632,CA,Complaint,Partial,,445110,2,Walmart Store #1700,Walmart,2012-12-19,2022-12-19,CLOSED,1281158.015,950632,12/04/2017,"Walmart Store #1700
			   13425 Community Rd.Poway, CA 92064","13425 Community Rd., Poway, CA 92064",NonUnion,,445110/Supermarkets and Other Grocery (except Convenience) Stores,Complaint,Partial,N,Private,Safety,12/04/2017,,02/25/2019,1281158.015,,,,,,,,,,Current Penalty,"$15,300",$0,$0,$425,$0,"$15,725",1281158.015
148,1276965.015,11/13/2017,1055340,WA,Referral,Partial,,452111,1,Wa317947246 - Walmart Stores Inc,Walmart,2012-12-19,2022-12-19,CLOSED,1276965.015,1055340,11/13/2017,"Wa317947246 - Walmart Stores Inc
			   1401 Galaxy Dr NeLacey, WA 98516","702 Southwest 8th St Ms 3570, Bentonville, AR 72712",NonUnion,,452111/Department Stores (except Discount Department Stores),Referral,Partial,N,Private,Safety,11/29/2017,,03/01/2018,1276965.015,,,,,,,,,,Current Penalty,$0,$0,$0,$0,$0,$0,1276965.015
149,1273213.015,10/27/2017,521100,WI,Referral,Partial,,452112,1,Walmart,Walmart,2012-12-19,2022-12-19,CLOSED,1273213.015,521100,10/27/2017,"Walmart
			   1244 E. Green Bay StreetShawano, WI 54166","1244 E. Green Bay Street, Shawano, WI 54166",NonUnion,,452112/Discount Department Stores,Referral,Partial,N,Private,Safety,10/27/2017,L,01/31/2020,1273213.015,100202.015,10/19/2017,Employee Falls Off Of An Elevated Work-Platform And Fracture,Appleton, ,"At 6:48 a.m. on October 19, 2017, an employee walked into the bay before the Aut o Care Center was open for the day.  The employee walked onto an elevated platfo rm by climbing up the stairs at the end of the platform and fell 28 inches to an other platform.  The employee suffered a broken right leg and was hospitalized. ","elevated work plat, fall, fracture, leg, stair",,,Current Penalty,"$3,500",$0,$0,$0,$0,"$3,500",1273213.015
150,1259424.015,08/29/2017,316400,WV,Complaint,Partial,,452112,1,Walmart,Walmart,2012-12-19,2022-12-19,CLOSED,1259424.015,316400,08/29/2017,"Walmart
			   520 N. Jefferson StreetLewisburg, WV 24901","520 N. Jefferson Street, Lewisburg, WV 24901",NonUnion,,452112/Discount Department Stores,Complaint,Partial,N,Private,Safety,08/29/2017,,10/27/2017,1259424.015,,,,,,,,,,Current Penalty,$0,$0,$0,"$3,000",$0,"$3,000",1259424.015
151,1253084.015,08/03/2017,452110,KY,Complaint,Partial,5311.0,452112,1,59294 - Walmart Stores Inc,Walmart,2012-12-19,2022-12-19,CLOSED,1253084.015,452110,08/03/2017,"59294 - Walmart Stores Inc
			   1550 Nashville Rd.Franklin, KY 42134","1550 Nashville Rd., Franklin, KY 42134",NonUnion,5311.0,452112/Discount Department Stores,Complaint,Partial,N,Private,Safety,08/17/2017,,03/21/2018,1253084.015,,,,,,,,,,Current Penalty,$0,$0,$0,$0,$0,$0,1253084.015
152,1251641.015,08/02/2017,418300,AL,Complaint,Partial,,445110,1,"Walmart, Inc.",Walmart,2012-12-19,2022-12-19,CLOSED,1251641.015,418300,08/02/2017,"Walmart, Inc.
			   2200 Sparkman Drive NwHuntsville, AL 35810","2200 Sparkman Drive Nw, Huntsville, AL 35810",NonUnion,,445110/Supermarkets and Other Grocery (except Convenience) Stores,Complaint,Partial,N,Private,Safety,08/02/2017,,05/20/2022,1251641.015,,,,,,,,,,Current Penalty,"$6,542",$0,$0,$0,$0,"$6,542",1251641.015
153,1241743.015,06/22/2017,830600,CO,Planned,Partial,,811191,1,Walmart,Walmart,2012-12-19,2022-12-19,CLOSED,1241743.015,830600,06/22/2017,"Walmart
			   19600 E Us Hwy 24Woodland Park, CO 80863","19600 E Us Hwy 24, Woodland Park, CO 80863",NonUnion,,811191/Automotive Oil Change and Lubrication Shops,Planned,Partial,N,Private,Safety,06/22/2017,P,09/26/2017,1241743.015,,,,,,,,,,Current Penalty,"$9,054",$0,$0,$0,$0,"$9,054",1241743.015
154,1236205.015,05/31/2017,950644,CA,Accident,Partial,,452910,1,Walmart Incorporated,Walmart,2012-12-19,2022-12-19,OPEN,1236205.015,950644,05/31/2017,"Walmart Incorporated
			   4901 Santa Anita Ave.El Monte, CA 91731","4901 Santa Anita Ave., El Monte, CA 91731",NonUnion,,452910/Warehouse Clubs and Supercenters,Accident,Partial,N,Private,Safety,10/05/2017,,,1236205.015,95965.015,05/18/2017,Employee Loses Control Over Forklift And Fractures Leg,Ca Monrovia District Office, ,"At 1:00 a.m. on May 18, 2017, an employee was restocking a restaurant aisle usin g a stand-up forklift.  The employee was making a left turn when she lost contro l and crashed into a refrigerator/cooler.  The employee suffered multiple fractu res to her leg and was hospitalized.","fracture, leg, lost control, powered industrial vehicle","The following inspection has not been indicated as closed. Please be aware that the information shown may change, e.g. violations may be added or deleted.  For open cases, in which a citation has been issued, the citation information may not be available for 5 days following receipt by the employer for Federal inspections or for 30 days following receipt by the employer for State inspections.",,Current Penalty,$0,$0,$0,$400,$0,$400,1236205.015
155,1233977.015,05/18/2017,625500,TX,Complaint,Partial,,452112,1,Walmart #2404,Walmart,2012-12-19,2022-12-19,CLOSED,1233977.015,625500,05/18/2017,"Walmart #2404
			   8500 Jones-MaltsbergerSan Antonio, TX 78216","8500 Jones-Maltsberger, San Antonio, TX 78216",NonUnion,,452112/Discount Department Stores,Complaint,Partial,N,Private,Safety,05/18/2017,,06/08/2018,1233977.015,,,,,,,,,,Current Penalty,$0,$0,$0,"$5,795",$0,"$5,795",1233977.015
156,1228790.015,04/27/2017,418300,AL,Complaint,Partial,,452112,1,"Walmart Stores, Inc.",Walmart,2012-12-19,2022-12-19,CLOSED,1228790.015,418300,04/27/2017,"Walmart Stores, Inc.
			   1011 Us Highway 72 EAthens, AL 35611","1011 Us Highway 72 E, Athens, AL 35611",NonUnion,,452112/Discount Department Stores,Complaint,Partial,N,Private,Safety,08/29/2017,,10/05/2017,1228790.015,,,,,,,,,,Current Penalty,$0,$0,$0,"$3,809",$0,"$3,809",1228790.015
157,1224611.015,04/12/2017,953220,NV,Referral,Partial,,445110,1,Walmart Neighborhood Market #5258,Walmart,2012-12-19,2022-12-19,CLOSED,1224611.015,953220,04/12/2017,"Walmart Neighborhood Market #5258
			   5850 West Craig RoadLas Vegas, NV 89130","5850 West Craig Road, Las Vegas, NV 89130",NonUnion,,445110/Supermarkets and Other Grocery (except Convenience) Stores,Referral,Partial,N,Private,Safety,05/23/2017,,09/13/2017,1224611.015,,,,,,,,,,Current Penalty,"$2,400",$0,$0,$0,$0,"$2,400",1224611.015
158,1218260.015,03/20/2017,950615,CA,Complaint,Partial,,445110,2,"Walmart, Inc.",Walmart,2012-12-19,2022-12-19,CLOSED,1218260.015,950615,03/20/2017,"Walmart, Inc.
			   235 Dorset DrDixon, CA 95620","508 Sw 8th St, Bentonville, AR 72716",NonUnion,,445110/Supermarkets and Other Grocery (except Convenience) Stores,Complaint,Partial,N,Private,Safety,09/13/2017,,02/13/2018,1218260.015,,,,,,,,,,Current Penalty,$0,$0,$0,$935,$0,$935,1218260.015
159,1212981.015,02/23/2017,419700,FL,Fat/Cat,Complete,,452112,2,"Walmart Stores, Inc. (Store#1297)",Walmart,2012-12-19,2022-12-19,CLOSED,1212981.015,419700,02/23/2017,"Walmart Stores, Inc. (Store#1297)
			   2201 North Young Blvd.Chiefland, FL 32626","508 Sw 8th Street, Bentonville, AR 72716",NonUnion,,452112/Discount Department Stores,Fat/Cat,Complete,N,Private,Safety,02/24/2017,L,01/05/2018,1212981.015,93441.015,02/22/2017,Employee Is Struck By Two Falling Empty Pallets And Is Kille,Jacksonville, ,"At 8:15 a.m. on February 22, 2017, an employee was inside a company trailer oper ating a manual pallet jack arranging stacks of empty pallets. The pallets were b rought by a forklift operator and placed at the trailer entrance. Each wood pall et weighed approximately 61.7 lbs. When the employee pushed a stack of empty pal lets into place at the left side inside the trailer, the top two wood pallets fe ll off and struck the employee's forehead and the employee was killed.","loading, material handling, pallet, struck by, trailer",,,Current Penalty,"$21,729",$0,$0,$0,$0,"$21,729",1212981.015
160,1209170.015,02/07/2017,420600,FL,Complaint,Partial,,452111,2,Walmart,Walmart,2012-12-19,2022-12-19,CLOSED,1209170.015,420600,02/07/2017,"Walmart
			   1619 Del Prado Blvd.Cape Coral, FL 33990","1619 Del Prado Blvd., Cape Coral, FL 33990",NonUnion,,452111/Department Stores (except Discount Department Stores),Complaint,Partial,N,Private,Safety,02/07/2017,,10/26/2017,1209170.015,,,,,,,,,,Current Penalty,$0,$0,$0,"$12,675",$0,"$12,675",1209170.015
161,1200030.015,11/30/2016,1054112,OR,Complaint,Partial,5311.0,452112,1,317714983 - Walmart Associates Inc,Walmart,2012-12-19,2022-12-19,CLOSED,1200030.015,1054112,11/30/2016,"317714983 - Walmart Associates Inc
			   7600 Sw Dartmouth StTigard, OR 97223","702 Sw 8th St, Bentonville, AR 72712",NonUnion,5311.0,452112/Discount Department Stores,Complaint,Partial,N,Private,Safety,12/02/2016,,04/27/2017,1200030.015,,,,,,,,,,Current Penalty,$270,$0,$0,$0,$0,$270,1200030.015
162,1189098.015,11/01/2016,830100,MT,Referral,Partial,,452111,1,Walmart Store # 2455,Walmart,2012-12-19,2022-12-19,CLOSED,1189098.015,830100,11/01/2016,"Walmart Store # 2455
			   701 Smelter AveGreat Falls, MT 59404","701 Smelter Ave, Great Falls, MT 59404",NonUnion,,452111/Department Stores (except Discount Department Stores),Referral,Partial,N,Private,Safety,11/02/2016,,04/10/2017,1189098.015,,,,,,,,,,Current Penalty,$0,$0,$0,"$6,464",$0,"$6,464",1189098.015
163,1177827.015,09/15/2016,653510,NM,Referral,Partial,,452112,1,Walmart #850,Walmart,2012-12-19,2022-12-19,CLOSED,1177827.015,653510,09/15/2016,"Walmart #850
			   2701 CarlisleAlbuquerque, NM 87110","508 Sw 8th Street, Bentonville, AR 72716",NonUnion,,452112/Discount Department Stores,Referral,Partial,N,Private,Safety,09/15/2016,,06/16/2017,1177827.015,,,,,,,,,,Current Penalty,"$2,250",$0,$0,$0,$0,"$2,250",1177827.015
164,1174044.015,08/29/2016,855610,WY,Complaint,Partial,,453998,1,Walmart,Walmart,2012-12-19,2022-12-19,CLOSED,1174044.015,855610,08/29/2016,"Walmart
			   2032 Dell Range Blvd.Cheyenne, WY 82009","2032 Dell Range Blvd., Cheyenne, WY 82009",NonUnion,,453998/All Other Miscellaneous Store Retailers (except Tobacco Stores),Complaint,Partial,N,Private,Health,08/29/2016,,02/27/2017,1174044.015,,,,,,,,,,Current Penalty,$0,$0,$0,$0,$0,$0,1174044.015
165,1171927.015,08/23/2016,355114,VA,Complaint,Partial,,452112,1,Walmart Stores Inc.,Walmart,2012-12-19,2022-12-19,CLOSED,1171927.015,355114,08/23/2016,"Walmart Stores Inc.
			   45415 Dulles Crossing PlazaSterling, VA 20166","45415 Dulles Crossing Plaza, Sterling, VA 20166",NonUnion,,452112/Discount Department Stores,Complaint,Partial,N,Private,Safety,08/23/2016,,01/19/2017,1171927.015,,,,,,,,,,Current Penalty,$0,$0,$0,$0,$0,$0,1171927.015
166,1171761.015,08/16/2016,420600,FL,Complaint,Partial,,453998,1,Walmart,Walmart,2012-12-19,2022-12-19,CLOSED,1171761.015,420600,08/16/2016,"Walmart
			   36205 Us Hwy 27Haines City, FL 33844","36205 Us Hwy 27, Haines City, FL 33844",NonUnion,,453998/All Other Miscellaneous Store Retailers (except Tobacco Stores),Complaint,Partial,N,Private,Safety,08/16/2016,,10/24/2016,1171761.015,,,,,,,,,,Current Penalty,$0,$0,$0,$0,$0,$0,1171761.015
167,1170363.015,08/16/2016,950621,CA,Accident,Partial,,452111,1,Walmart,Walmart,2012-12-19,2022-12-19,CLOSED,1170363.015,950621,08/16/2016,"Walmart
			   5821 Antelope Rd.Antelope, CA 95843","5821 Antelope Rd., Antelope, CA 95843",NonUnion,,452111/Department Stores (except Discount Department Stores),Accident,Partial,N,Private,Safety,12/16/2016,,01/23/2017,1170363.015,,,,,,,,,,Current Penalty,$0,$0,$0,"$5,000",$0,"$5,000",1170363.015
168,1165955.015,08/01/2016,950633,CA,Accident,Partial,,452112,2,Walmart # 4340,Walmart,2012-12-19,2022-12-19,CLOSED,1165955.015,950633,08/01/2016,"Walmart # 4340
			   13401 Main StreetHesperia, CA 92345","13401 Main Street, Hesperia, CA 92345",NonUnion,,452112/Discount Department Stores,Accident,Partial,N,Private,Safety,01/18/2017,,11/30/2018,1165955.015,,,,,,,,,,Current Penalty,$0,$0,$0,"$11,500",$0,"$11,500",1165955.015
169,1165793.015,07/25/2016,112000,CT,Complaint,Partial,,453998,1,Walmart,Walmart,2012-12-19,2022-12-19,CLOSED,1165793.015,112000,07/25/2016,"Walmart
			   1400 Farmington AvenueBristol, CT 06010","1400 Farmington Avenue, Bristol, CT 06010",NonUnion,,453998/All Other Miscellaneous Store Retailers (except Tobacco Stores),Complaint,Partial,N,Private,Health,07/25/2016,,09/07/2017,1165793.015,,,,,,,,,,Current Penalty,"$10,689",$0,$0,$0,$0,"$10,689",1165793.015
170,1163920.015,07/18/2016,950623,CA,Accident,Partial,,452910,1,Walmart,Walmart,2012-12-19,2022-12-19,CLOSED,1163920.015,950623,07/18/2016,"Walmart
			   608 Luther RdRed Bluff, CA 96080","608 Luther Rd, Red Bluff, CA 96080",NonUnion,,452910/Warehouse Clubs and Supercenters,Accident,Partial,N,Private,Safety,07/28/2016,,10/04/2016,1163920.015,,,,,,,,,,Current Penalty,$0,$0,$0,$280,$0,$280,1163920.015
171,1147026.015,05/12/2016,355111,VA,Complaint,Partial,,811191,4,Wal-Mart Inc. Dba Walmart Super Center #1934,Walmart,2012-12-19,2022-12-19,CLOSED,1147026.015,355111,05/12/2016,"Wal-Mart Inc. Dba Walmart Super Center #1934
			   315 Furr StreetSouth Hill, VA 23970","315 Furr Street, South Hill, VA 23970",NonUnion,,811191/Automotive Oil Change and Lubrication Shops,Complaint,Partial,N,Private,Safety,07/28/2016,,09/29/2016,1147026.015,,,,,,,,,,Current Penalty,"$1,980",$0,$0,$780,$0,"$2,760",1147026.015
172,1139583.015,04/12/2016,551800,IN,Fat/Cat,Partial,5311.0,452112,1,104928 - Walmart Store 5025,Walmart,2012-12-19,2022-12-19,CLOSED,1139583.015,551800,04/12/2016,"104928 - Walmart Store 5025
			   10420 Maysville RoadFort Wayne, IN 46835","10420 Maysville Road, Fort Wayne, IN 46801",NonUnion,5311.0,452112/Discount Department Stores,Fat/Cat,Partial,N,Private,Safety,05/26/2016,,06/29/2020,1139583.015,84464.015,04/11/2016,Employee Is Struck By A Semi Trailer And Is Killed,Indiana, ,"On April 11, 2016, Employee #1 was driving a forklift carrying a manual pallet j ack, while a semi driver was opening the rightside door of a semi trailer.  Empl oyee #1 stopped, and the semi driver passed in front of the fork truck and opene d the left side door of the semi trailer and secured it.  The semi driver then w ent to the driver's side door of the tractor, while Employee #1 moved the forkli ft forward.  Employee #1 got off the forklift, walked behind it and to the right side and appeared to be shoving the pallet jack off the forks and into the semi trailer.  The semi driver disappeared from the scene, then walked in front of t he trailer, and then reappeared entering his tractor on the driver's side.  The lights on the rear of the semi trailer lite up, went dark, and lite up again, an d the trailer began to move in reverse. Employee #1 was caught between the trail er and the forklift as the trailer was reversing.  The force of the tractor bega n to shove the forklift back and to the left.  Employee #1 dropped from the trai ler and fell near the back tires of the semi trailer which ran over and killed h im.","powered industrial vehicle, run over, struck by, tractor trailer",,,Current Penalty,$0,$0,$0,"$7,000",$0,"$7,000",1139583.015
173,1135681.015,03/24/2016,936500,NV,Planned,Partial,,452990,4,Walmart,Walmart,2012-12-19,2022-12-19,CLOSED,1135681.015,936500,03/24/2016,"Walmart
			   2425 East 2nd StreetReno, NV 89502","2425 East 2nd Street, Reno, NV 89502",NonUnion,,452990/All Other General Merchandise Stores,Planned,Partial,N,Private,Safety,03/24/2016,P,05/12/2016,1135681.015,,,,,,,,,,Current Penalty,"$2,720",$0,$0,$0,$0,"$2,720",1135681.015
174,1132237.015,03/14/2016,214200,NJ,Complaint,Partial,,452112,2,"Walmart Stores Inc., Store #3443",Walmart,2012-12-19,2022-12-19,CLOSED,1132237.015,214200,03/14/2016,"Walmart Stores Inc., Store #3443
			   48 Route 23 NorthRiverdale, NJ 07457","48 Route 23 North, Riverdale, NJ 07457",NonUnion,,452112/Discount Department Stores,Complaint,Partial,N,Private,Safety,03/14/2016,,06/13/2016,1132237.015,,,,,,,,,,Current Penalty,$0,$0,$0,"$1,500",$0,"$1,500",1132237.015
175,1131495.015,03/10/2016,950621,CA,Complaint,Partial,,811111,1,"Walmart Stores, Inc. #1760",Walmart,2012-12-19,2022-12-19,CLOSED,1131495.015,950621,03/10/2016,"Walmart Stores, Inc. #1760
			   1018 Riley St.Folsom, CA 95630","1018 Riley St., Folsom, CA 95630",NonUnion,,811111/General Automotive Repair,Complaint,Partial,N,Private,Safety,03/28/2016,,08/10/2016,1131495.015,,,,,,,,,,Current Penalty,$0,$0,$0,$560,$0,$560,1131495.015
176,1126228.015,02/18/2016,524500,IL,Complaint,Partial,,453998,1,Walmart Store #1548,Walmart,2012-12-19,2022-12-19,CLOSED,1126228.015,524500,02/18/2016,"Walmart Store #1548
			   1790 E. WalnutWatseka, IL 60970","1790 E. Walnut, Watseka, IL 60970",NonUnion,,453998/All Other Miscellaneous Store Retailers (except Tobacco Stores),Complaint,Partial,N,Private,Safety,02/18/2016,,09/23/2016,1126228.015,,,,,,,,,,Current Penalty,$0,$0,$0,"$2,300",$0,"$2,300",1126228.015
177,1117055.015,01/08/2016,950643,CA,Complaint,Partial,,452112,1,Walmart Store#2032,Walmart,2012-12-19,2022-12-19,CLOSED,1117055.015,950643,01/08/2016,"Walmart Store#2032
			   2001 North Rose Ave.Oxnard, CA 93036","2001 North Rose Ave., Oxnard, CA 93036",NonUnion,,452112/Discount Department Stores,Complaint,Partial,N,Private,Safety,03/24/2016,,05/10/2016,1117055.015,,,,,,,,,,Current Penalty,$0,$0,$0,$600,$0,$600,1117055.015
178,1115308.015,12/31/2015,317700,PA,Referral,Partial,,493110,1,Walmart Distribution Center 6080,Walmart,2012-12-19,2022-12-19,CLOSED,1115308.015,317700,12/31/2015,"Walmart Distribution Center 6080
			   100 Veterans DriveTobyhanna, PA 18466","100 Veterans Drive, Tobyhanna, PA 18466",NonUnion,,493110/General Warehousing and Storage,Referral,Partial,N,Private,Safety,12/31/2015,,03/01/2018,1115308.015,,,,,,,,,,Current Penalty,"$7,000",$0,$0,$0,$0,"$7,000",1115308.015
179,1115436.015,12/30/2015,729300,MO,Complaint,Partial,,452112,1,Walmart Store # 2600,Walmart,2012-12-19,2022-12-19,CLOSED,1115436.015,729300,12/30/2015,"Walmart Store # 2600
			   100 Thf BoulevardChesterfield, MO 63005","100 Thf Boulevard, Chesterfield, MO 63005",NonUnion,,452112/Discount Department Stores,Complaint,Partial,N,Private,Safety,12/30/2015,,06/10/2016,1115436.015,,,,,,,,,,Current Penalty,"$2,125",$0,$0,$0,$0,"$2,125",1115436.015
180,1113704.015,12/22/2015,317700,PA,Complaint,Partial,,452910,1,Walmart Store #2208,Walmart,2012-12-19,2022-12-19,CLOSED,1113704.015,317700,12/22/2015,"Walmart Store #2208
			   1887 Elmira StreetSayre, PA 18840","1887 Elmira Street, Sayre, PA 18840",NonUnion,,452910/Warehouse Clubs and Supercenters,Complaint,Partial,N,Private,Safety,12/22/2015,,08/07/2017,1113704.015,,,,,,,,,,Current Penalty,"$2,860",$0,$0,$0,$0,"$2,860",1113704.015
181,1113134.015,12/18/2015,953220,NV,Referral,Partial,,445110,1,Walmart Neighborhood Market #5269,Walmart,2012-12-19,2022-12-19,CLOSED,1113134.015,953220,12/18/2015,"Walmart Neighborhood Market #5269
			   490 E. Silverado Ranch Blvd.Las Vegas, NV 89183","490 E. Silverado Ranch Blvd., Las Vegas, NV 89183",NonUnion,,445110/Supermarkets and Other Grocery (except Convenience) Stores,Referral,Partial,N,Private,Safety,01/22/2016,,03/03/2016,1113134.015,,,,,,,,,,Current Penalty,$0,$0,$0,$0,$0,$0,1113134.015
182,1110254.015,12/01/2015,111100,ME,Referral,Partial,,452111,1,Walmart,Walmart,2012-12-19,2022-12-19,CLOSED,1110254.015,111100,12/01/2015,"Walmart
			   60 Fairgrounds Market PlazaSkowhegan, ME 04976","60 Fairgrounds Market Plaza, Skowhegan, ME 04976",NonUnion,,452111/Department Stores (except Discount Department Stores),Referral,Partial,N,Private,Safety,12/01/2015,,01/13/2016,1110254.015,,,,,,,,,,Current Penalty,"$2,890",$0,$0,$0,$0,"$2,890",1110254.015
183,1100683.015,10/23/2015,420600,FL,Referral,Partial,,452111,1,Walmart Supercenter #2740,Walmart,2012-12-19,2022-12-19,CLOSED,1100683.015,420600,10/23/2015,"Walmart Supercenter #2740
			   19910 Bruce B Downs Blvd.Tampa, FL 33647","19910 Bruce B Downs Blvd., Tampa, FL 33647",NonUnion,,452111/Department Stores (except Discount Department Stores),Referral,Partial,N,Private,Health,10/23/2015,,12/23/2015,1100683.015,,,,,,,,,,Current Penalty,$0,$0,$0,$600,$0,$600,1100683.015
184,1097402.015,10/07/2015,830600,CO,Complaint,Partial,,452111,1,"Walmart Stores, Inc.",Walmart,2012-12-19,2022-12-19,CLOSED,1097402.015,830600,10/07/2015,"Walmart Stores, Inc.
			   1835 East Main StreetCortez, CO 81321","1835 East Main Street, Cortez, CO 81321",NonUnion,,452111/Department Stores (except Discount Department Stores),Complaint,Partial,N,Private,Health,10/07/2015,,12/21/2015,1097402.015,,,,,,,,,,Current Penalty,$0,$0,$0,$0,$0,$0,1097402.015
185,1094176.015,09/24/2015,729700,KS,Complaint,Partial,,452111,2,Walmart Supercenter,Walmart,2012-12-19,2022-12-19,CLOSED,1094176.015,729700,09/24/2015,"Walmart Supercenter
			   10600 W 21st St NWichita, KS 67205","10600 W 21st St N, Wichita, KS 67205",NonUnion,,452111/Department Stores (except Discount Department Stores),Complaint,Partial,N,Private,Safety,09/24/2015,,01/06/2017,1094176.015,,,,,,,,,,Current Penalty,"$7,000",$0,$0,"$1,000",$0,"$8,000",1094176.015
186,1086622.015,08/21/2015,950624,CA,Complaint,Partial,,453998,4,Walmart,Walmart,2012-12-19,2022-12-19,CLOSED,1086622.015,950624,08/21/2015,"Walmart
			   3848 Mchenry AveModesto, CA 95356","3848 Mchenry Ave, Modesto, CA 95356",NonUnion,,453998/All Other Miscellaneous Store Retailers (except Tobacco Stores),Complaint,Partial,N,Private,Health,08/25/2015,,04/14/2016,1086622.015,,,,,,,,,,Current Penalty,$0,$0,$0,"$2,115",$0,"$2,115",1086622.015
187,1086264.015,08/11/2015,418800,FL,Complaint,Partial,,452112,1,Walmart,Walmart,2012-12-19,2022-12-19,CLOSED,1086264.015,418800,08/11/2015,"Walmart
			   5555 20th StVero Beach, FL 32966","5555 20th St, Vero Beach, FL 32966",NonUnion,,452112/Discount Department Stores,Complaint,Partial,N,Private,Health,08/11/2015,N,11/30/2015,1086264.015,,,,,,,,,,Current Penalty,$0,$0,$0,$0,$0,$0,1086264.015
188,1083571.015,08/06/2015,950624,CA,Complaint,Partial,,445110,1,Walmart Inc.,Walmart,2012-12-19,2022-12-19,CLOSED,1083571.015,950624,08/06/2015,"Walmart Inc.
			   1670 Mitchell RdCeres, CA 95307","1670 Mitchell Rd, Ceres, CA 95307",NonUnion,,445110/Supermarkets and Other Grocery (except Convenience) Stores,Complaint,Partial,N,Private,Health,09/23/2015,,10/20/2015,1083571.015,,,,,,,,,,Current Penalty,$0,$0,$0,$280,$0,$280,1083571.015
189,1079395.015,07/22/2015,257220,PR,Prog Other,Partial,,445110,1,Walmart Puerto Rico Inc,Walmart,2012-12-19,2022-12-19,OPEN,1079395.015,257220,07/22/2015,"Walmart Puerto Rico Inc
			   Carr 52 Pr 156 Bo Canaboncito Las Catalinas MallCaguas, PR 00725","Pmb 725 Po Box 4960 Caguas, Caguas, PR 00726",NonUnion,,445110/Supermarkets and Other Grocery (except Convenience) Stores,Prog Other,Partial,N,Private,Safety,07/28/2015,,,1079395.015,,,,,,,,,,Current Penalty,"$1,125",$0,$0,$0,$0,"$1,125",1079395.015
