Case Status,Inspection Nr,Report ID,Open Date,Site Address,Mailing Address,Union Status,SIC,NAICS,Inspection Type,Scope,Advanced Notice,Ownership,Safety/Health,Close Conference,Emphasis,Close Case,activity_code,Investigation Nr,Event,investigation_summary_notes_1,Inspection Information - Office,investigation_summary_notes_2,investigation_summary_notes_3,Keywords,Note,Planning Guide
ERROR,317528206,0355114,02/04/2014,"Walmart Store #3573
			   9401 Liberia AveManassas, VA 20110",", ,  00000",NonUnion,5311,452111/Department Stores (except Discount Department Stores),Complaint,Partial,N,Private,Safety,02/04/2014,,04/01/2014,317528206.0,,,,,,,,,Safety-Manufacturing
ERROR,317428811,0551800,01/31/2014,"Walmart Stores Inc Store 996
			   823 West State Highway 46Spencer, IN 47460",", ,  00000",NonUnion,5311,452111/Department Stores (except Discount Department Stores),Complaint,Partial,N,Private,Safety,01/31/2014,,02/01/2016,317428811.0,,,,,,,,,Safety-Manufacturing
CLOSED,952351.015,0419700,12/17/2013,"Walmart Stores, Inc.
			   4980 E Silver Springs Blvd. Store #1847Ocala, FL 34470","4980 E Silver Springs Blvd. Store #1847, Ocala, FL 34470",NonUnion,,445110/Supermarkets and Other Grocery (except Convenience) Stores,Complaint,Partial,N,Private,Safety,12/17/2013,L,06/11/2014,952351.015,,,,,,,,,
ERROR,313751091,0257250,11/27/2013,"Walmart Of P.R. (Tienda #5793)
			   Carretera 14 # 333Coto Laurel, PR 00780","Pmb 725  P.O. Box 4960, Caguas, PR 00725",NonUnion,5311,452111/Department Stores (except Discount Department Stores),Planned,Partial,N,Private,Safety,11/27/2013,,10/08/2015,313751091.0,,,,,,,,,Safety-Manufacturing
ERROR,313751083,0257250,11/27/2013,"Walmart Of Pr (Tienda 2026)
			   3305 Baramaya, Suite 100Ponce, PR 00732","Pmb 725  P.O. Box 4960, Caguas, PR 00725",NonUnion,5311,452111/Department Stores (except Discount Department Stores),Planned,Partial,N,Private,Safety,11/27/2013,,10/14/2015,313751083.0,,,,,,,,,Safety-Manufacturing
ERROR,315710384,0257240,11/26/2013,"Walmart Pr Inc
			   3535 Ave Militar Suite 193Isabela, PR 00662","Pmb 725 Po Box 4960, Caguas, PR 00726",NonUnion,5311,452111/Department Stores (except Discount Department Stores),Planned,Partial,N,Private,Safety,11/26/2013,,12/13/2013,315710384.0,,,,,,,,,Safety-Manufacturing
ERROR,313751034,0257250,11/26/2013,"Walmart Of Pr (Tienda #3693)
			   Carretera 153 Km 7.2Santa Isabel, PR 00757","P.O. Box 4960, Caguas, PR 00726",NonUnion,5311,452111/Department Stores (except Discount Department Stores),Planned,Partial,N,Private,Safety,11/26/2013,,10/14/2015,313751034.0,,,,,,,,,Safety-Manufacturing
CLOSED,941781.015,0728500,09/18/2013,"Walmart Inc.
			   3001 West BroadwayColumbia, MO 65201","3001 West Broadway, Columbia, MO 65201",NonUnion,,452910/Warehouse Clubs and Supercenters,Complaint,Partial,N,Private,Safety,09/18/2013,,12/02/2013,941781.015,,,,,,,,,
ERROR,317170108,0453730,08/28/2013,"Walmart Supercenter - Store 1131
			   901 Nc Hwy. 16 S.Taylorsville, NC 28681",", ,  00000",NonUnion,5311,452111/Department Stores (except Discount Department Stores),Planned,Complete,N,Private,Safety,08/28/2013,,10/10/2013,317170108.0,,,,,,,,,Safety-Manufacturing
ERROR,316868322,1055350,08/26/2013,"Walmart Store #2007
			   1005 N Stratford Rd Attention",702 Southwest 8th St Ms 3570 Attention,NonUnion,5311,452111/Department Stores (except Discount Department Stores),Referral,Partial,N,Private,Safety,09/13/2013,L,08/21/2014,316868322.0,,,,,,,,,
ERROR,317224632,0953210,08/16/2013,"Walmart Supercenter #3277
			   155 Damonte Ranch Pkwy.Reno, NV 89521",", ,  00000",NonUnion,5311,452111/Department Stores (except Discount Department Stores),Complaint,Partial,N,Private,Safety,08/20/2013,,10/15/2013,317224632.0,,,,,,,,,
CLOSED,924610.015,0214200,08/01/2013,"Walmart Stores Inc., Store #3443
			   48 Route 23 NorthRiverdale, NJ 07457","48 Route 23 North, Riverdale, NJ 07457",NonUnion,,452112/Discount Department Stores,Complaint,Partial,N,Private,Safety,08/01/2013,L,09/18/2013,924610.015,,,,,,,,,
ERROR,317058386,0551800,07/30/2013,"Walmart
			   650 Kimmel RoadVincennes, IN 47591",", ,  00000",NonUnion,5311,452111/Department Stores (except Discount Department Stores),Complaint,Partial,N,Private,Safety,07/30/2013,,05/23/2016,317058386.0,,,,,,,,,Safety-Manufacturing
ERROR,311997944,0552652,07/18/2013,"Walmart Assoc Inc 2644
			   5825 Brockway RdSaginaw, MI 48601",", ,  00000",NonUnion,5311,452112/Discount Department Stores,Planned,Complete,N,Private,Safety,07/25/2013,S,10/29/2013,311997944.0,,,,,,,,,Safety-Manufacturing
CLOSED,916197.015,0627700,07/01/2013,"Walmart Stores Inc.
			   5401 Tinker Diagonal StreetDel City, OK 73115","5401 Tinker Diagonal Street, Del City, OK 73115",NonUnion,,452910/Warehouse Clubs and Supercenters,Complaint,Partial,N,Private,Safety,07/01/2013,,04/20/2017,916197.015,,,,,,,,,
ERROR,317167542,0355111,06/27/2013,"Walmart Store #3869
			   1504 N. Parham RoadRichmond, VA 23229",", ,  00000",NonUnion,5399,452910/Warehouse Clubs and Supercenters,Accident,Partial,N,Private,Safety,11/14/2013,,01/06/2014,317167542.0,200923084,06/25/2013,Employee Dies From Possible Heart Attack,Virginia Safety 1, ,"At approximately 11:00 p.m. on June 25, 2013, Employee #1 was working in the dry goods area, Department Number 92. An unnamed shopper and assistant store manager found him lying on the floor and unresponsive. Emergency medical personnel were summoned. They arrived and transported him to the hospital, where he was declared deceased. There were no external signs of injury found on him. The employer tentatively listed him as have experiencing a heart attack until completion of the autopsy.","cardiovasc system, unconsciousness, cardiovasc disease",,Safety-Manufacturing
CLOSED,913231.015,0728900,06/20/2013,"Walmart Associates Inc.
			   3803 Osborne Dr. W.Hastings, NE 68901","3803 Osborne Dr. W., Hastings, NE 68901",NonUnion,,452910/Warehouse Clubs and Supercenters,Planned,Complete,N,Private,Health,06/20/2013,P,08/23/2013,913231.015,,,,,,,,,
ERROR,317004091,0454510,03/21/2013,"Walmart 1035
			   141 Dorman Center DriveSpartanburg, SC 29301",", ,  00000",NonUnion,5311,452111/Department Stores (except Discount Department Stores),Complaint,Partial,N,Private,Safety,03/21/2013,,07/24/2013,317004091.0,,,,,,,,,Safety-Manufacturing
ERROR,316774884,0653510,03/18/2013,"Walmart Store 5166
			   1021 E. Pine StreetDeming, NM 88030",", ,  00000",NonUnion,5311,452112/Discount Department Stores,Referral,Partial,N,Private,Safety,03/18/2013,,06/20/2013,316774884.0,,,,,,,,,
ERROR,316867464,0953210,03/15/2013,"Walmart Supercenter #4239
			   250 Vista Knoll ParkwayReno, NV 89506",", ,  00000",NonUnion,5399,452910/Warehouse Clubs and Supercenters,Referral,Partial,N,Private,Safety,03/15/2013,,05/10/2013,316867464.0,,,,,,,,,Safety-Manufacturing
CLOSED,895559.015,0522500,03/14/2013,"Walmart
			   100 Walmart DriveJackson, OH 45640","100 Walmart Drive, Jackson, OH 45640",NonUnion,,453998/All Other Miscellaneous Store Retailers (except Tobacco Stores),Complaint,Partial,N,Private,Safety,03/14/2013,,02/13/2014,895559.015,,,,,,,,,
CLOSED,892560.015,0215800,02/28/2013,"Walmart Distribution Center 6038
			   8827 Old River RoadMarcy, NY 13403","8827 Old River Road, Marcy, NY 13403",NonUnion,,493110/General Warehousing and Storage,Complaint,Complete,N,Private,Safety,04/03/2013,L,11/18/2013,892560.015,,,,,,,,,
CLOSED,891104.015,0627510,02/13/2013,"Walmart Supercenter #755
			   4610 S CoulterAmarillo, TX 79119","4610 S Coulter, Amarillo, TX 79119",NonUnion,,452910/Warehouse Clubs and Supercenters,Complaint,Partial,N,Private,Health,02/14/2013,,08/28/2013,891104.015,,,,,,,,,
ERROR,316972272,0355111,02/13/2013,"Walmart Supercenter #1524
			   12000 Iron Bridge RoadChester, VA 23831",", ,  00000",NonUnion,5311,452112/Discount Department Stores,Planned,Partial,N,Private,Safety,02/13/2013,L,04/04/2013,316972272.0,,,,,,,,,Safety-Manufacturing
ERROR,315408211,0552652,02/08/2013,"Walmart Stores Inc
			   950 Edelweiss PkwyGaylord, MI 49735",", ,  00000",NonUnion,5311,452112/Discount Department Stores,Planned,Complete,N,Private,Safety,02/11/2013,S,04/17/2013,315408211.0,,,,,,,,,Safety-Manufacturing
ERROR,316827617,0453730,11/27/2012,"Walmart, Inc. - Store 1385
			   3000 E. Franklin Blvd.Gastonia, NC 28056",", ,  00000",NonUnion,5311,452910/Warehouse Clubs and Supercenters,Planned,Complete,N,Private,Safety,11/27/2012,,01/03/2013,316827617.0,,,,,,,,,Safety-Manufacturing
ERROR,316604156,0257220,11/14/2012,"Walmart Puerto Rico Inc Dba Sam'S Club
			   Ave Munoz Marin Plaza Centro Mall IiCaguas, PR 00725","Po Box 4952 Suite 242, Caguas, PR 00725",NonUnion,5399,452910/Warehouse Clubs and Supercenters,Referral,Partial,N,Private,Safety,12/04/2012,,06/28/2013,316604156.0,,,,,,,,,
ERROR,316734193,0950612,11/06/2012,"Walmart #4488
			   150 Beach Rd.Marina, CA 93933",", ,  00000",NonUnion,5399,452910/Warehouse Clubs and Supercenters,Accident,Partial,N,Private,Safety,12/10/2012,,08/28/2013,316734193.0,202653812,10/27/2012,Employee Injured Falling From A Steel Frame,Ca Fremont District Office, ,"At approximately 1:30 p.m. on October 27, 2012, an incident occurred at a local area department store injuring Employee #1. Employee #1 sustained a head laceration and broken vertibrea while working atop a rack and fell 8 ft to the ground when the rack broke. Employee #1 was taken to a local hospital where he remained for 24 hours.","fracture, head, health care facility, back, laceration, fall, scaffold",,
CLOSED,752121.015,0317900,11/05/2012,"Walmart
			   2101 Blair Mill RoadWillow Grove, PA 19090","2101 Blair Mill Road, Willow Grove, PA 19090",NonUnion,,452111/Department Stores (except Discount Department Stores),Complaint,Partial,N,Private,Safety,11/05/2012,,01/28/2013,752121.015,,,,,,,,,
ERROR,315319731,0950614,10/25/2012,"Walmart Store #5434
			   15555 Hesperian BlvdSan Leandro, CA 94579",", ,  00000",NonUnion,5999,453998/All Other Miscellaneous Store Retailers (except Tobacco Stores),Complaint,Partial,N,Private,Health,01/04/2013,,09/12/2013,315319731.0,,,,,,,,,
ERROR,314223884,0155010,10/10/2012,"Walmart Store # 2224
			   19 Harvest LaneWilliston, VT 05495","P.O. Box 1550, Williston, VT 05495",NonUnion,5311,452112/Discount Department Stores,Complaint,Partial,N,Private,Safety,10/10/2012,,01/04/2013,314223884.0,,,,,,,,,Safety-Manufacturing
ERROR,314999137,0950624,08/20/2012,"Walmart
			   2350 W Kettleman LaneLodi, CA 95242",", ,  00000",NonUnion,5311,452111/Department Stores (except Discount Department Stores),Complaint,Partial,N,Private,Health,08/25/2012,,12/03/2012,314999137.0,,,,,,,,,
ERROR,316586700,0953210,08/15/2012,"Walmart Supercenter #2617
			   3010 Potato RoadWinnemucca, NV 89445",", ,  00000",NonUnion,5399,452910/Warehouse Clubs and Supercenters,Referral,Partial,N,Private,Safety,08/16/2012,,09/26/2012,316586700.0,,,,,,,,,Safety-Manufacturing
ERROR,316572700,0453730,07/11/2012,"Walmart Inc. Dba Walmart Supercenter - 4224
			   201 Zelkova Court NwConover, NC 28613",", ,  00000",NonUnion,5311,452112/Discount Department Stores,Planned,Complete,N,Private,Safety,07/11/2012,,10/12/2012,316572700.0,,,,,,,,,Safety-Manufacturing
CLOSED,654839.015,0111500,07/10/2012,"Walmart Store #2232
			   120 Commercial PkwyBranford, CT 06405","120 Commercial Pkwy, Branford, CT 06405",NonUnion,,452990/All Other General Merchandise Stores,Complaint,Partial,N,Private,Safety,07/10/2012,L,01/22/2013,654839.015,,,,,,,,,
ERROR,312075880,0552652,06/15/2012,"Walmart Supercenter Store #2559
			   33201 Van Dyke AveSterling Heights, MI 48312",", ,  00000",NonUnion,5311,452111/Department Stores (except Discount Department Stores),Complaint,Partial,N,Private,Safety,06/21/2012,,01/28/2013,312075880.0,,,,,,,,,Safety-Manufacturing
CLOSED,460213.015,0111100,06/07/2012,"Walmart Stores Inc. #2202
			   30 Landing RoadWindham, ME 04062","30 Landing Road, Windham, ME 04062",NonUnion,,452112/Discount Department Stores,Complaint,Partial,N,Private,Health,06/07/2012,,09/04/2012,460213.015,,,,,,,,,
ERROR,314577446,0950621,05/21/2012,"Walmart Store #1616
			   2900 Main StSusanville, CA 96130",", ,  00000",NonUnion,5311,452112/Discount Department Stores,Complaint,Partial,N,Private,Safety,06/08/2012,,09/10/2012,314577446.0,,,,,,,,,
ERROR,316250810,1055320,04/27/2012,"Walmart Stores Inc #5073
			   17432 Se 270th PlCovington, WA 98042","922 W Walnut St Ste A, Rogers, AR 72756",NonUnion,5311,452111/Department Stores (except Discount Department Stores),Referral,Complete,N,Private,Safety,05/31/2012,,07/25/2012,316250810.0,,,,,,,,,
ERROR,314829417,0950643,04/26/2012,"Walmart Supercenter
			   40130 10th St. WestPalmdale, CA 93551",", ,  00000",NonUnion,5731,"443112/ Radio, Television, and Other Electronics Stores",Complaint,Partial,N,Private,Safety,09/24/2012,,11/04/2012,314829417.0,,,,,,,,,
ERROR,314330556,0950622,04/19/2012,"Walmart Supercenter
			   1501 Helen Power DriveVacaville, CA 95687",", ,  00000",NonUnion,5411,445110/Supermarkets and Other Grocery (except Convenience) Stores,Complaint,Partial,N,Private,Safety,06/27/2012,,09/07/2012,314330556.0,,,,,,,,,
CLOSED,330703.015,0636900,04/04/2012,"Walmart
			   1341 U S 287 NorthBowie, TX 76230","1341 U S 287 North, Bowie, TX 76230",NonUnion,,452910/Warehouse Clubs and Supercenters,Planned,Partial,N,Private,Safety,04/04/2012,L,01/12/2013,330703.015,,,,,,,,,
ERROR,316338011,0453730,03/21/2012,"Walmart, Inc. - Store 5298
			   223 North Myrtle School Rd.Gastonia, NC 28052",", ,  00000",NonUnion,5311,452910/Warehouse Clubs and Supercenters,Planned,Complete,N,Private,Safety,03/21/2012,,10/12/2012,316338011.0,,,,,,,,,Safety-Manufacturing
ERROR,316067958,0453730,02/07/2012,"Walmart Stores, Inc. - Store 948
			   2525 Us Hwy. 70 SeHickory, NC 28602",", ,  00000",NonUnion,5311,452910/Warehouse Clubs and Supercenters,Planned,Complete,N,Private,Safety,02/07/2012,,09/24/2012,316067958.0,,,,,,,,,Safety-Manufacturing
ERROR,315316901,0950614,02/06/2012,"Walmart # 5457
			   8400 Edgewater DrOakland, CA 94621",", ,  00000",NonUnion,5311,452111/Department Stores (except Discount Department Stores),Complaint,Partial,N,Private,Safety,02/24/2012,,04/10/2012,315316901.0,,,,,,,,,
ERROR,312062946,0552652,01/06/2012,"Walmart Store 2567
			   4542 Kenowa AveGrandville, MI 49418",", ,  00000",NonUnion,5311,452112/Discount Department Stores,Planned,Complete,N,Private,Safety,01/10/2012,S,06/12/2012,312062946.0,,,,,,,,,Safety-Manufacturing
ERROR,316110717,0953210,12/28/2011,"Walmart Supercenter #3408
			   3200 Market StreetCarson City, NV 89706",", ,  00000",NonUnion,5311,452111/Department Stores (except Discount Department Stores),Referral,Partial,N,Private,Safety,12/28/2011,,02/22/2012,316110717.0,,,,,,,,,Safety-Manufacturing
ERROR,315751826,0213100,12/20/2011,"Walmart Supercenter
			   139 Merchant PlaceCobleskill, NY 12043",", ,  00000",NonUnion,5311,452111/Department Stores (except Discount Department Stores),Referral,Complete,N,Private,Safety,12/20/2011,L,12/31/2012,315751826.0,,,,,,,,,
ERROR,315541631,0728500,12/13/2011,"Walmart
			   3001 W BroadwayColumbia, MO 65201",", ,  00000",NonUnion,5399,452910/Warehouse Clubs and Supercenters,Complaint,Partial,N,Private,Safety,12/13/2011,,02/21/2012,315541631.0,,,,,,,,,Safety-Manufacturing
ERROR,315751537,0213100,12/09/2011,"Walmart Supercenter
			   139 Merchant PlaceCobleskill, NY 12043",", ,  00000",NonUnion,5311,452111/Department Stores (except Discount Department Stores),Complaint,Partial,N,Private,Health,05/04/2012,L,05/03/2013,315751537.0,,,,,,,,,
ERROR,314570243,0950621,11/23/2011,"Walmart Inc Store #3712
			   7010 Auburn BlvdCitrus Heights, CA 95621",", ,  00000",NonUnion,5311,452111/Department Stores (except Discount Department Stores),Complaint,Partial,N,Private,Safety,12/29/2011,,04/09/2012,314570243.0,,,,,,,,,
ERROR,312057896,0552652,11/22/2011,"Walmart
			   51450 Shelby ParkwayShelby Twp, MI 48315",", ,  00000",NonUnion,5311,452112/Discount Department Stores,Complaint,Partial,N,Private,Health,01/05/2012,,10/16/2013,312057896.0,,,,,,,,,Health-Manufacturing
ERROR,315827824,0355111,11/07/2011,"Walmart Store #1730
			   1660 Tappahannock Blvd.Tappahannock, VA 22560",", ,  00000",NonUnion,5311,452111/Department Stores (except Discount Department Stores),Complaint,Partial,N,Private,Safety,11/29/2011,,06/07/2012,315827824.0,,,,,,,,,
ERROR,314727058,0317900,11/04/2011,"Walmart
			   3926 Linden StreetBethlehem, PA 18020","3926 Linden Street, Bethelehm, PA 18020",NonUnion,5311,452112/Discount Department Stores,Complaint,Partial,N,Private,Safety,11/04/2011,L,03/06/2016,314727058.0,,,,,,,,,
ERROR,312054901,0552652,11/01/2011,"Walmart Store #2867
			   3225 Towne CentreLansing, MI 48912",", ,  00000",NonUnion,5311,452112/Discount Department Stores,Planned,Complete,N,Private,Safety,11/02/2011,S,03/08/2012,312054901.0,,,,,,,,,Safety-Manufacturing
ERROR,315817122,0317000,10/11/2011,"Walmart Store #2830
			   1570 Chester PikeEddystone, PA 19022",", ,  00000",NonUnion,5999,453998/All Other Miscellaneous Store Retailers (except Tobacco Stores),Complaint,Partial,N,Private,Health,10/11/2011,,02/29/2012,315817122.0,,,,,,,,,Health-Manufacturing
ERROR,316065879,0355112,10/04/2011,"Walmart
			   2601 George Washington Mem HighwayYorktown, VA 23693",", ,  00000",NonUnion,1542,236220/Commercial and Institutional Building Construction,Complaint,Partial,N,Private,Safety,10/11/2011,,02/15/2012,316065879.0,,,,,,,,,Safety-Manufacturing
ERROR,315918748,0953210,09/30/2011,"Walmart Supercenter #2453
			   2333 Reno Hwy.Fallon, NV 89406",", ,  00000",NonUnion,5399,452910/Warehouse Clubs and Supercenters,Complaint,Partial,N,Private,Safety,10/05/2011,,12/01/2011,315918748.0,,,,,,,,,Safety-Manufacturing
ERROR,314726423,0317900,09/21/2011,"Walmart
			   100 Commerce CircleBristol, PA 19007","100 Commerce Circle, Bristol, PA 19007",NonUnion,5399,452990/All Other General Merchandise Stores,Referral,Partial,N,Private,Safety,09/21/2011,,03/20/2012,314726423.0,,,,,,,,,
CLOSED,98356.015,0830600,09/01/2011,"Walmart Supercenter #3566
			   9400 East Hampden AvenueDenver, CO 80231","9400 East Hampden Avenue, Denver, CO 80231",NonUnion,,452111/Department Stores (except Discount Department Stores),Complaint,Partial,N,Private,Safety,09/20/2011,,11/03/2011,98356.015,,,,,,,,,
ERROR,315502880,0213600,08/17/2011,"Walmart Supercenter Store# 2859
			   2150 Chili AvenueRochester, NY 14624",", ,  00000",NonUnion,5311,452112/Discount Department Stores,Referral,Partial,N,Private,Health,01/20/2012,,01/16/2014,315502880.0,,,,,,,,,
ERROR,315502476,0213600,08/02/2011,"Walmart Supercenter Store #2859
			   2150 Chili AvenueRochester, NY 14624",", ,  00000",NonUnion,5311,452112/Discount Department Stores,Complaint,Partial,N,Private,Safety,01/20/2012,N,07/28/2014,315502476.0,,,,,,,,,
ERROR,315477539,0419700,05/31/2011,"Walmart Stores, Inc.
			   300 Busch DriveJacksonville, FL 32218",", ,  00000",NonUnion,4225,493110/General Warehousing and Storage,Planned,Complete,N,Private,Safety,06/02/2011,N,03/21/2013,315477539.0,,,,,,,,,Safety-Manufacturing
ERROR,310099916,0950613,05/20/2011,"Walmart Stores
			   850 Dubuque AvenueSouth San Francisco, CA 94080",", ,  00000",NonUnion,5999,453998/All Other Miscellaneous Store Retailers (except Tobacco Stores),Complaint,Partial,N,Private,Health,05/27/2011,,08/13/2011,310099916.0,,,,,,,,,
ERROR,315550434,0729300,05/05/2011,"Walmart
			   10741 West Florissant AvenueSt. Louis, MO 63136",", ,  00000",NonUnion,5399,452910/Warehouse Clubs and Supercenters,Complaint,Partial,N,Private,Safety,05/05/2011,L,08/09/2011,315550434.0,,,,,,,,,
ERROR,314011214,0257260,05/04/2011,"Walmart De Puerto Rico Inc
			   West Main Ave 725 Sute 501Bayamon, PR 00961","Po Box 4960 Pmb #725, Caguas, PR 00726",NonUnion,5311,452111/Department Stores (except Discount Department Stores),Complaint,Partial,N,Private,Health,05/04/2011,,05/07/2013,314011214.0,,,,,,,,,
ERROR,314568205,0950621,04/18/2011,"Walmart Stores Inc
			   10815 Hwy 99wRed Bluff, CA 96080",", ,  00000",NonUnion,4225,493110/General Warehousing and Storage,Accident,Partial,N,Private,Safety,05/26/2011,,06/24/2011,314568205.0,202491627,03/19/2011,Employee'S Finger Is Amputated Between Roller And Belt,Ca Sacramento, ,"On March 19, 2011, Employee #1, an order clerk for a warehouse, was filling orders in the distribution warehouse. The non-powered roller used to connect two lines of conveyor belt became disoriented, falling in-between the two belts. Employee #1 reached his hand up from the bottom of the system and tried to dislodge the roller. His finger became caught between the roller and the moving belt, amputating it. He was not hospitalized for his injury. The employer had a lock-out/tag-out program, and Employee #1 had been trained appropriately.","amputated, warehouse, finger, lockout, roller--mach/part, caught between, conveyor belt",,
ERROR,315285080,0111100,04/06/2011,"Walmart Grocery Distribution Center #7014
			   31 Alfred Plourde ParkwayLewiston, ME 04240",", ,  00000",NonUnion,4222,493120/Refrigerated Warehousing and Storage,Planned,Partial,N,Private,Safety,06/24/2011,L,10/24/2011,315285080.0,,,,,,,,,
ERROR,314941501,0257220,04/04/2011,"Walmart Puerto Rico Inc Dba Supermercado Amigo
			   Las Catalinas Shopping Center Bo CanabonCaguas, PR 00725","Carr Pr 52 & Pr 156 Las Catalinas Bo Canabon, Caguas, PR 00726",NonUnion,5411,445110/Supermarkets and Other Grocery (except Convenience) Stores,Complaint,Partial,N,Private,Health,04/26/2011,,08/29/2012,314941501.0,,,,,,,,,
ERROR,312363500,0950614,04/01/2011,"Walmart Store #2161
			   4501 Rosewood DrivePleasanton, CA 94588",", ,  00000",NonUnion,5311,452112/Discount Department Stores,Complaint,Partial,N,Private,Safety,04/11/2011,,05/26/2011,312363500.0,,,,,,,,,
ERROR,311996912,0552652,03/15/2011,"Walmart
			   29555 Plymouth RdLivonia, MI 48150",", ,  00000",NonUnion,5311,452111/Department Stores (except Discount Department Stores),Complaint,Complete,N,Private,Health,04/01/2011,,08/01/2013,311996912.0,,,,,,,,,Health-Manufacturing
ERROR,315174250,0627100,03/09/2011,"Walmart Store 336
			   1308 S Rock StreetSheridan, AR 72150",", ,  00000",NonUnion,5311,452111/Department Stores (except Discount Department Stores),Complaint,Partial,N,Private,Safety,03/28/2011,,07/12/2012,315174250.0,,,,,,,,,
ERROR,311994693,0552652,02/23/2011,"Walmart Stores #5376
			   621 E Lake StTawas City, MI 48763","621 E Lake St, Tawas, MI 48763",NonUnion,5311,452112/Discount Department Stores,Planned,Complete,N,Private,Safety,02/24/2011,L,10/17/2011,311994693.0,,,,,,,,,Safety-Manufacturing
ERROR,315281394,0453730,02/17/2011,"Walmart Supercenter - Store 1034
			   705 E Dixon BlvdShelby, NC 28152",", ,  00000",NonUnion,5311,452910/Warehouse Clubs and Supercenters,Planned,Complete,N,Private,Safety,02/17/2011,,03/14/2011,315281394.0,,,,,,,,,Safety-Manufacturing
ERROR,314715509,1055340,01/25/2011,"Walmart Associates Inc
			   100 E Wallace Kneeland BlvdShelton, WA 98584","702 Sw 8th St, Bentonville, AR 72716",NonUnion,5311,452111/Department Stores (except Discount Department Stores),Referral,Partial,N,Private,Health,04/20/2011,,10/18/2013,314715509.0,,,,,,,,,
ERROR,315178053,0213600,12/29/2010,"Walmart Store #5027
			   4975 Transit RoadLancaster, NY 14086",", ,  00000",NonUnion,5311,452111/Department Stores (except Discount Department Stores),Complaint,Partial,N,Private,Safety,12/30/2010,,08/09/2011,315178053.0,,,,,,,,,
ERROR,314276494,0636900,12/23/2010,"Walmart Supercenter #0972
			   6360 Lake Worth BlvdFort Worth, TX 76135","6360 Lake Worth Blvd, Lake Worth, TX 76135",NonUnion,5311,452112/Discount Department Stores,Complaint,Partial,N,Private,Safety,03/31/2011,,03/13/2012,314276494.0,,,,,,,,,
ERROR,314040999,0521400,12/13/2010,"Walmart
			   2000 Orchard RoadMontgomery, IL 60538",", ,  00000",NonUnion,5311,452112/Discount Department Stores,Complaint,Partial,N,Private,Health,12/13/2010,,03/31/2011,314040999.0,,,,,,,,,
ERROR,314589441,0522500,11/17/2010,"Walmart Supercenter #1937
			   23605 Airport RoadCoshocton, OH 43812",", ,  00000",NonUnion,5399,452910/Warehouse Clubs and Supercenters,Complaint,Partial,N,Private,Safety,11/17/2010,L,03/24/2011,314589441.0,,,,,,,,,
ERROR,315001198,0355111,10/27/2010,"Walmart #2295
			   7901 Brook RoadGlen Allen, VA 23058",", ,  00000",NonUnion,5311,452112/Discount Department Stores,Complaint,Partial,N,Private,Safety,12/02/2010,,12/21/2010,315001198.0,,,,,,,,,
ERROR,312037963,0552652,10/20/2010,"Walmart #5159
			   2750 Cook RdWest Branch, MI 48661",", ,  00000",NonUnion,5311,452112/Discount Department Stores,Planned,Complete,N,Private,Safety,10/26/2010,S,08/09/2011,312037963.0,,,,,,,,,Safety-Manufacturing
ERROR,315001057,0355111,10/06/2010,"Walmart Store #5343
			   10001 Southpoint Pkwy.Fredericksburg, VA 22407",", ,  00000",NonUnion,5311,452112/Discount Department Stores,Complaint,Partial,N,Private,Safety,10/06/2010,,11/24/2010,315001057.0,,,,,,,,,
ERROR,314302365,0625400,09/29/2010,"Walmart Store
			   1620 N Sarah Dewitt DrGonzales, TX 78629",", ,  00000",NonUnion,5399,452910/Warehouse Clubs and Supercenters,Complaint,Partial,N,Private,Safety,09/29/2010,,12/07/2010,314302365.0,,,,,,,,,Safety-Manufacturing
ERROR,313760811,0213100,09/10/2010,"Walmart Supercenter
			   139 Merchant PlaceCobleskill, NY 12043",", ,  00000",NonUnion,5399,452910/Warehouse Clubs and Supercenters,Complaint,Partial,N,Private,Health,09/28/2010,,06/20/2011,313760811.0,,,,,,,,,
ERROR,314737834,0729300,08/25/2010,"Walmart Distribution Center 1069
			   1100 Matlock DriveSt. James, MO 65559",", ,  00000",NonUnion,5311,452112/Discount Department Stores,Planned,Complete,N,Private,Safety,08/25/2010,N,10/13/2010,314737834.0,,,,,,,,,
ERROR,314658287,0830500,07/27/2010,"Walmart
			   1300 Barlow RdFort Morgan, CO 80701",", ,  00000",NonUnion,5311,452112/Discount Department Stores,Complaint,Partial,N,Private,Health,09/02/2010,,11/01/2011,314658287.0,,,,,,,,,
ERROR,313741159,0452110,07/16/2010,"Walmart Supercenter #491
			   5130 Hinkleville RoadPaducah, KY 42003","5130 Hinkleville Road, Paducah, KY 42003",NonUnion,5311,452111/Department Stores (except Discount Department Stores),Complaint,Partial,N,Private,Safety,07/16/2010,,11/24/2010,313741159.0,,,,,,,,,Safety-Manufacturing
ERROR,308878610,0552652,07/07/2010,"Walmart 3876
			   3267 Henry StMuskegon, MI 49441",", ,  00000",NonUnion,5311,452112/Discount Department Stores,Unprog Rel,Partial,N,Private,Health,08/16/2010,,10/12/2010,308878610.0,,,,,,,,,Health-Manufacturing
ERROR,313847592,0257230,06/29/2010,"Wal-Mart Puerto Rico Inc Dba Walmart #2423
			   Barrio San AntonCarolina, PR 00979","Pmb 725 Po Box 4960, Caguas, PR 00726",NonUnion,5311,452112/Discount Department Stores,Referral,Partial,N,Private,Health,08/30/2010,,08/26/2011,313847592.0,,,,,,,,,
