#,Citation ID,Citaton Type,Standard,Issuance Date,Abatement Due Date,Current Penalty,Initial Penalty,FTA Penalty,Contest,Latest Event,Note,activity_code
5.0,2001,Other,19040029 A,07/21/2010,07/31/2010,$0,$750,$0,08/09/2010,F - Formal Settlement,,311391023.0
6.0,2002,Other,19040029 B01,07/21/2010,07/31/2010,$300,$750,$0,08/09/2010,F - Formal Settlement,,311391023.0
7.0,2003,Other,19100132 D02,07/21/2010,07/31/2010,$0,$0,$0,08/09/2010,F - Formal Settlement,Citation has been deleted.,311391023.0
1.0,1001,Other,23400016 C,04/29/2010,05/17/2010,$210,$210,$0,,-,,312914583.0
2.0,1002,Other,3241 C,04/29/2010,05/17/2010,$210,$210,$0,,-,,312914583.0
3.0,1003,Other,4353 A,04/29/2010,05/17/2010,$425,$425,$0,,-,,312914583.0
1.0,1001,Serious,19100178 P01,03/19/2010,04/14/2010,"$2,500","$5,000",$0,,I - Informal Settlement,,313408981.0
1.0,1001,Other,19040029 B01,03/31/2010,04/05/2010,$0,$0,$0,,-,,313453854.0
1.0,1001,Serious,19100305 G01 IIIA,01/19/2010,01/22/2010,$900,"$1,500",$0,,I - Informal Settlement,,313992299.0
1.0,1001,Other,19040007 B06,02/05/2010,03/10/2010,$0,$0,$0,,I - Informal Settlement,,313152977.0
2.0,1002,Other,19040029 B01,02/05/2010,03/10/2010,$650,"$1,000",$0,,I - Informal Settlement,,313152977.0
3.0,1003,Other,19040029 B01,02/05/2010,03/10/2010,$650,"$1,000",$0,,I - Informal Settlement,,313152977.0
4.0,1004,Other,19040029 B01,02/05/2010,03/10/2010,$650,"$1,000",$0,,I - Informal Settlement,,313152977.0
5.0,1005,Other,19040029 B01,02/05/2010,03/10/2010,$650,"$1,000",$0,,I - Informal Settlement,,313152977.0
6.0,1006,Other,19040040 A,02/05/2010,02/10/2010,$650,"$1,000",$0,,I - Informal Settlement,,313152977.0
