Violations/Penalties,Serious,Willful,Repeat,Other,Unclass,Total,activity_code
Current Violations,,,1,1,,2,1351299.015
Initial Penalty,"$7,500",$0,"$25,000",$0,$0,"$32,500",1351299.015
Current Penalty,$0,$0,"$12,500",$0,$0,"$12,500",1351299.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1351299.015
Initial Violations,,,2,,,2,1350688.015
Current Violations,,,2,,,2,1350688.015
Initial Penalty,$0,$0,"$112,430",$0,$0,"$112,430",1350688.015
Current Penalty,$0,$0,"$67,458",$0,$0,"$67,458",1350688.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1350688.015
Initial Violations,1,,1,,,2,1350112.015
Current Violations,1,,1,,,2,1350112.015
Initial Penalty,"$2,000",$0,$500,$0,$0,"$2,500",1350112.015
Current Penalty,"$1,000",$0,$250,$0,$0,"$1,250",1350112.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1350112.015
Initial Violations,,,1,,,1,1346746.015
Current Violations,,,1,,,1,1346746.015
Initial Penalty,$0,$0,$500,$0,$0,$500,1346746.015
Current Penalty,$0,$0,$250,$0,$0,$250,1346746.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1346746.015
Initial Violations,,1,1,,,2,1342814.015
Current Violations,,1,1,,,2,1342814.015
Initial Penalty,$0,"$66,000","$8,800",$0,$0,"$74,800",1342814.015
Current Penalty,$0,"$49,500","$6,600",$0,$0,"$56,100",1342814.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1342814.015
Initial Violations,,,1,,,1,1336248.015
Current Violations,,,1,,,1,1336248.015
Initial Penalty,$0,$0,"$25,000",$0,$0,"$25,000",1336248.015
Current Penalty,$0,$0,"$12,500",$0,$0,"$12,500",1336248.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1336248.015
Initial Violations,2,,,,,2,1334723.015
Current Violations,2,,,,,2,1334723.015
Initial Penalty,"$10,000",$0,$0,$0,$0,"$10,000",1334723.015
Current Penalty,"$10,000",$0,$0,$0,$0,"$10,000",1334723.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1334723.015
Initial Violations,2,,1,3,,6,1330484.015
Current Violations,2,,1,3,,6,1330484.015
Initial Penalty,"$17,330",$0,"$45,600","$1,235",$0,"$64,165",1330484.015
Current Penalty,"$12,131",$0,"$31,920",$865,$0,"$44,916",1330484.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1330484.015
Initial Violations,,,,2,,2,1330070.015
Current Violations,,,,2,,2,1330070.015
Initial Penalty,$0,$0,$0,"$1,680",$0,"$1,680",1330070.015
Current Penalty,$0,$0,$0,"$1,680",$0,"$1,680",1330070.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1330070.015
Initial Violations,,,,1,,1,1330308.015
Current Violations,,,,1,,1,1330308.015
Initial Penalty,$0,$0,$0,"$1,141",$0,"$1,141",1330308.015
Current Penalty,$0,$0,$0,"$1,141",$0,"$1,141",1330308.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1330308.015
Initial Violations,,,2,3,,5,1327441.015
Current Violations,,,2,3,,5,1327441.015
Initial Penalty,$0,$0,"$47,500",$750,$0,"$48,250",1327441.015
Current Penalty,$0,$0,"$47,500",$750,$0,"$48,250",1327441.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1327441.015
Initial Violations,,,1,,,1,1326715.015
Current Violations,,,1,,,1,1326715.015
Initial Penalty,$0,$0,"$40,000",$0,$0,"$40,000",1326715.015
Current Penalty,$0,$0,"$40,000",$0,$0,"$40,000",1326715.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1326715.015
Initial Violations,,,,1,,1,1325188.015
Current Violations,,,,1,,1,1325188.015
Initial Penalty,$0,$0,$0,$450,$0,$450,1325188.015
Current Penalty,$0,$0,$0,$450,$0,$450,1325188.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1325188.015
Initial Violations,,,,1,,1,1320150.015
Current Violations,,,,1,,1,1320150.015
Initial Penalty,$0,$0,$0,$750,$0,$750,1320150.015
Current Penalty,$0,$0,$0,$750,$0,$750,1320150.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1320150.015
Initial Violations,1,,,,,1,1316256.015
Current Violations,1,,,,,1,1316256.015
Initial Penalty,"$5,345",$0,$0,$0,$0,"$5,345",1316256.015
Current Penalty,"$2,673",$0,$0,$0,$0,"$2,673",1316256.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1316256.015
Initial Violations,3,,1,,,4,1312511.015
Current Violations,2,,1,,,3,1312511.015
Initial Penalty,"$28,483",$0,"$101,629",$0,$0,"$130,112",1312511.015
Current Penalty,"$16,179",$0,"$76,222",$0,$0,"$92,401",1312511.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1312511.015
Initial Violations,,,,1,,1,1309701.015
Current Violations,,,,1,,1,1309701.015
Initial Penalty,$0,$0,$0,$0,$0,$0,1309701.015
Current Penalty,$0,$0,$0,$0,$0,$0,1309701.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1309701.015
Initial Violations,,4,,,,4,1308029.015
Current Violations,,2,2,,,4,1308029.015
Initial Penalty,$0,"$479,418",$0,$0,$0,"$479,418",1308029.015
Current Penalty,$0,"$184,000","$97,600",$0,$0,"$281,600",1308029.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1308029.015
Initial Violations,,,1,1,,2,1309164.015
Current Violations,,,1,1,,2,1309164.015
Initial Penalty,$0,$0,"$92,390","$1,848",$0,"$94,238",1309164.015
Current Penalty,$0,$0,"$55,434","$1,109",$0,"$56,543",1309164.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1309164.015
Initial Violations,,,2,,,2,1321716.015
Current Violations,,,2,,,2,1321716.015
Initial Penalty,$0,$0,"$50,000",$0,$0,"$50,000",1321716.015
Current Penalty,$0,$0,"$25,000",$0,$0,"$25,000",1321716.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1321716.015
Initial Violations,7,,,,,7,1302979.015
Current Violations,7,,,,,7,1302979.015
Initial Penalty,"$49,882",$0,$0,$0,$0,"$49,882",1302979.015
Current Penalty,"$24,941",$0,$0,$0,$0,"$24,941",1302979.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1302979.015
Initial Violations,,,1,,,1,1302911.015
Current Violations,,,1,,,1,1302911.015
Initial Penalty,$0,$0,"$40,000",$0,$0,"$40,000",1302911.015
Current Penalty,$0,$0,"$40,000",$0,$0,"$40,000",1302911.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1302911.015
Initial Violations,,,4,,,4,1302291.015
Current Violations,,,3,,,3,1302291.015
Initial Penalty,$0,$0,"$169,250",$0,$0,"$169,250",1302291.015
Current Penalty,$0,$0,"$93,533",$0,$0,"$93,533",1302291.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1302291.015
Initial Violations,2,,,,,2,1299845.015
Current Violations,2,,,,,2,1299845.015
Initial Penalty,"$10,994",$0,$0,$0,$0,"$10,994",1299845.015
Current Penalty,"$7,696",$0,$0,$0,$0,"$7,696",1299845.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1299845.015
Initial Violations,,,1,1,,2,1298402.015
Current Violations,,,1,1,,2,1298402.015
Initial Penalty,$0,$0,$924,"$1,848",$0,"$2,772",1298402.015
Current Penalty,$0,$0,$924,"$1,848",$0,"$2,772",1298402.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1298402.015
Initial Violations,,,2,,,2,1293937.015
Current Violations,,,2,,,2,1293937.015
Initial Penalty,$0,$0,"$25,000",$0,$0,"$25,000",1293937.015
Current Penalty,$0,$0,"$25,000",$0,$0,"$25,000",1293937.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1293937.015
Initial Violations,,1,,,,1,1293367.015
Current Violations,,1,,,,1,1293367.015
Initial Penalty,$0,"$129,336",$0,$0,$0,"$129,336",1293367.015
Current Penalty,$0,"$100,000",$0,$0,$0,"$100,000",1293367.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1293367.015
Initial Violations,,,2,2,,4,1292106.015
Current Violations,,,2,2,,4,1292106.015
Initial Penalty,$0,$0,"$16,000",$655,$0,"$16,655",1292106.015
Current Penalty,$0,$0,"$8,800",$655,$0,"$9,455",1292106.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1292106.015
Initial Violations,,,,3,,3,1290825.015
Current Violations,,,,3,,3,1290825.015
Initial Penalty,$0,$0,$0,$100,$0,$100,1290825.015
Current Penalty,$0,$0,$0,$100,$0,$100,1290825.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1290825.015
Initial Violations,1,,,,,1,1285915.015
Current Violations,1,,,,,1,1285915.015
Initial Penalty,"$8,130",$0,$0,$0,$0,"$8,130",1285915.015
Current Penalty,"$6,098",$0,$0,$0,$0,"$6,098",1285915.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1285915.015
Initial Violations,,,1,1,,2,1286103.015
Current Violations,,,1,1,,2,1286103.015
Initial Penalty,$0,$0,$200,$0,$0,$200,1286103.015
Current Penalty,$0,$0,$200,$0,$0,$200,1286103.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1286103.015
Initial Violations,,,,2,,2,1283142.015
Current Violations,,,,2,,2,1283142.015
Initial Penalty,$0,$0,$0,$0,$0,$0,1283142.015
Current Penalty,$0,$0,$0,$0,$0,$0,1283142.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1283142.015
Initial Violations,3,,,,,3,1281516.015
Current Violations,3,,,,,3,1281516.015
Initial Penalty,"$13,500",$0,$0,$0,$0,"$13,500",1281516.015
Current Penalty,"$13,500",$0,$0,$0,$0,"$13,500",1281516.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1281516.015
Initial Violations,,,,1,,1,1281812.015
Current Violations,,,,1,,1,1281812.015
Initial Penalty,$0,$0,$0,$225,$0,$225,1281812.015
Current Penalty,$0,$0,$0,$225,$0,$225,1281812.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1281812.015
Initial Violations,,,3,2,,5,1280766.015
Current Violations,,,3,2,,5,1280766.015
Initial Penalty,$0,$0,"$2,000",$0,$0,"$2,000",1280766.015
Current Penalty,$0,$0,"$2,000",$0,$0,"$2,000",1280766.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1280766.015
Initial Violations,1,,1,1,,3,1279252.015
Current Violations,1,,1,1,,3,1279252.015
Initial Penalty,"$6,000",$0,"$20,000",$750,$0,"$26,750",1279252.015
Current Penalty,"$6,000",$0,"$20,000",$750,$0,"$26,750",1279252.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1279252.015
Initial Violations,,,,1,,1,1278349.015
Current Violations,,,,1,,1,1278349.015
Initial Penalty,$0,$0,$0,$0,$0,$0,1278349.015
Current Penalty,$0,$0,$0,$0,$0,$0,1278349.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1278349.015
Initial Violations,2,,,1,,3,1276008.015
Current Violations,2,,,1,,3,1276008.015
Initial Penalty,"$25,868",$0,$0,"$10,163",$0,"$36,031",1276008.015
Current Penalty,"$18,108",$0,$0,"$7,114",$0,"$25,222",1276008.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1276008.015
Initial Violations,2,,,,,2,1277612.015
Current Violations,2,,,,,2,1277612.015
Initial Penalty,"$5,000",$0,$0,$0,$0,"$5,000",1277612.015
Current Penalty,"$3,250",$0,$0,$0,$0,"$3,250",1277612.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1277612.015
Initial Violations,,2,,,,2,1276469.015
Current Violations,,2,,,,2,1276469.015
Initial Penalty,$0,"$140,000",$0,$0,$0,"$140,000",1276469.015
Current Penalty,$0,"$105,000",$0,$0,$0,"$105,000",1276469.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1276469.015
Initial Violations,2,,,,,2,1274974.015
Current Violations,2,,,,,2,1274974.015
Initial Penalty,"$21,909",$0,$0,$0,$0,"$21,909",1274974.015
Current Penalty,"$13,145",$0,$0,$0,$0,"$13,145",1274974.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1274974.015
Initial Violations,3,,,,,3,1272028.015
Current Violations,3,,,,,3,1272028.015
Initial Penalty,"$12,150",$0,$0,$0,$0,"$12,150",1272028.015
Current Penalty,"$6,075",$0,$0,$0,$0,"$6,075",1272028.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1272028.015
Initial Violations,,,,1,,1,1271229.015
Current Violations,,,,1,,1,1271229.015
Initial Penalty,$0,$0,$0,"$5,183",$0,"$5,183",1271229.015
Current Penalty,$0,$0,$0,"$3,628",$0,"$3,628",1271229.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1271229.015
Initial Violations,,3,,,,3,1270803.015
Current Violations,,2,,,,2,1270803.015
Initial Penalty,$0,"$166,000",$0,$0,$0,"$166,000",1270803.015
Current Penalty,$0,"$105,000",$0,$0,$0,"$105,000",1270803.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1270803.015
Initial Violations,,,2,,,2,1269761.015
Current Violations,,,2,,,2,1269761.015
Initial Penalty,$0,$0,"$162,602",$0,$0,"$162,602",1269761.015
Current Penalty,$0,$0,"$115,000",$0,$0,"$115,000",1269761.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1269761.015
Initial Violations,,,,1,,1,1268688.015
Current Violations,,,,1,,1,1268688.015
Initial Penalty,$0,$0,$0,$0,$0,$0,1268688.015
Current Penalty,$0,$0,$0,$0,$0,$0,1268688.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1268688.015
Initial Violations,4,,,,,4,1268180.015
Current Violations,4,,,,,4,1268180.015
Initial Penalty,"$6,750",$0,$0,$0,$0,"$6,750",1268180.015
Current Penalty,"$3,375",$0,$0,$0,$0,"$3,375",1268180.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1268180.015
Initial Violations,,,5,,,5,1266190.015
Current Violations,,,5,,,5,1266190.015
Initial Penalty,$0,$0,"$16,100",$0,$0,"$16,100",1266190.015
Current Penalty,$0,$0,"$11,100",$0,$0,"$11,100",1266190.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1266190.015
Initial Violations,,,,1,,1,1262996.015
Current Violations,,,,1,,1,1262996.015
Initial Penalty,$0,$0,$0,$0,$0,$0,1262996.015
Current Penalty,$0,$0,$0,$0,$0,$0,1262996.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1262996.015
Initial Violations,3,,,1,,4,1261916.015
Current Violations,3,,,1,,4,1261916.015
Initial Penalty,"$9,900",$0,$0,$0,$0,"$9,900",1261916.015
Current Penalty,"$7,425",$0,$0,$0,$0,"$7,425",1261916.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1261916.015
Initial Violations,,,4,,,4,1262725.015
Current Violations,,,3,1,,4,1262725.015
Initial Penalty,$0,$0,"$209,000",$0,$0,"$209,000",1262725.015
Current Penalty,$0,$0,"$114,400","$8,800",$0,"$123,200",1262725.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1262725.015
Initial Violations,2,,,,,2,1259381.015
Current Violations,2,,,,,2,1259381.015
Initial Penalty,"$8,500",$0,$0,$0,$0,"$8,500",1259381.015
Current Penalty,"$8,500",$0,$0,$0,$0,"$8,500",1259381.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1259381.015
Initial Violations,1,,,1,,2,1260384.015
Current Violations,1,,,1,,2,1260384.015
Initial Penalty,$350,$0,$0,$0,$0,$350,1260384.015
Current Penalty,$350,$0,$0,$0,$0,$350,1260384.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1260384.015
Initial Violations,,,,2,,2,1252313.015
Current Violations,,,,2,,2,1252313.015
Initial Penalty,$0,$0,$0,"$2,200",$0,"$2,200",1252313.015
Current Penalty,$0,$0,$0,"$2,200",$0,"$2,200",1252313.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1252313.015
Initial Violations,,,,1,,1,1250847.015
Current Violations,,,,1,,1,1250847.015
Initial Penalty,$0,$0,$0,"$1,693",$0,"$1,693",1250847.015
Current Penalty,$0,$0,$0,"$1,693",$0,"$1,693",1250847.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1250847.015
Initial Violations,1,,,1,,2,1260742.015
Current Violations,1,,,1,,2,1260742.015
Initial Penalty,"$7,572",$0,$0,$0,$0,"$7,572",1260742.015
Current Penalty,"$4,543",$0,$0,$0,$0,"$4,543",1260742.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1260742.015
Initial Violations,,,,1,,1,1250077.015
Current Violations,,,,1,,1,1250077.015
Initial Penalty,$0,$0,$0,$635,$0,$635,1250077.015
Current Penalty,$0,$0,$0,$635,$0,$635,1250077.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1250077.015
Initial Violations,,,2,,,2,1251587.015
Current Violations,,,2,,,2,1251587.015
Initial Penalty,$0,$0,"$2,000",$0,$0,"$2,000",1251587.015
Current Penalty,$0,$0,"$2,000",$0,$0,"$2,000",1251587.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1251587.015
Initial Violations,1,,,,,1,1244037.015
Current Violations,1,,,,,1,1244037.015
Initial Penalty,"$5,000",$0,$0,$0,$0,"$5,000",1244037.015
Current Penalty,"$5,000",$0,$0,$0,$0,"$5,000",1244037.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1244037.015
Initial Violations,1,,,,,1,1242835.015
Current Violations,1,,,,,1,1242835.015
Initial Penalty,$300,$0,$0,$0,$0,$300,1242835.015
Current Penalty,$300,$0,$0,$0,$0,$300,1242835.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1242835.015
Initial Violations,,,,1,,1,1242205.015
Current Violations,,,,1,,1,1242205.015
Initial Penalty,$0,$0,$0,$350,$0,$350,1242205.015
Current Penalty,$0,$0,$0,$245,$0,$245,1242205.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1242205.015
Initial Violations,1,,,,,1,1260736.015
Current Violations,1,,,,,1,1260736.015
Initial Penalty,"$7,572",$0,$0,$0,$0,"$7,572",1260736.015
Current Penalty,"$4,543",$0,$0,$0,$0,"$4,543",1260736.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1260736.015
Initial Violations,2,,,,,2,1259454.015
Current Violations,1,,,1,,2,1259454.015
Initial Penalty,"$13,629",$0,$0,$0,$0,"$13,629",1259454.015
Current Penalty,"$7,572",$0,$0,$0,$0,"$7,572",1259454.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1259454.015
Initial Violations,5,,,1,,6,1230177.015
Current Violations,1,,,4,,5,1230177.015
Initial Penalty,"$20,000",$0,$0,$0,$0,"$20,000",1230177.015
Current Penalty,"$5,000",$0,$0,$0,$0,"$5,000",1230177.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1230177.015
Initial Violations,1,,,,,1,1229633.015
Current Violations,1,,,,,1,1229633.015
Initial Penalty,"$1,200",$0,$0,$0,$0,"$1,200",1229633.015
Current Penalty,"$1,200",$0,$0,$0,$0,"$1,200",1229633.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1229633.015
Initial Violations,1,,,,,1,1229181.015
Current Violations,1,,,,,1,1229181.015
Initial Penalty,"$4,000",$0,$0,$0,$0,"$4,000",1229181.015
Current Penalty,"$4,000",$0,$0,$0,$0,"$4,000",1229181.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1229181.015
Initial Violations,5,,,1,,6,1229644.015
Current Violations,1,,,4,,5,1229644.015
Initial Penalty,"$21,000",$0,$0,$0,$0,"$21,000",1229644.015
Current Penalty,"$4,000",$0,$0,$0,$0,"$4,000",1229644.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1229644.015
Initial Violations,1,,,1,,2,1227939.015
Current Violations,1,,,1,,2,1227939.015
Initial Penalty,"$3,500",$0,$0,$0,$0,"$3,500",1227939.015
Current Penalty,"$3,500",$0,$0,$0,$0,"$3,500",1227939.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1227939.015
Initial Violations,2,,,,,2,1228371.015
Current Violations,2,,,,,2,1228371.015
